#OTUID	CANON_B10_22_X	CANON_B13_22_X	CANON_B17_22_X	CANON_B1_22_X	CANON_CBI1_22_X	CANON_CBI4_22_X	CANON_CBI5_22_X	CANON_CBI8_22_X
ASV_23729	0	0	0	2	0	0	0	0
ASV_23730	2	3	0	0	0	2	0	0
ASV_23732	0	0	1	0	0	0	0	0
ASV_23733	0	3	0	0	0	0	0	0
ASV_23739	0	0	0	7	0	0	0	0
ASV_23743	2	1	0	0	0	2	0	0
ASV_23744	0	0	0	0	0	0	0	0
ASV_23745	0	2	11	11	0	0	0	0
ASV_23746	0	0	1	5	0	0	0	5
ASV_23750	0	0	2	0	0	0	0	0
ASV_23751	0	2	0	5	0	0	0	0
ASV_23756	0	2	3	1	0	3	1	0
ASV_23758	0	0	0	1	0	2	0	0
ASV_23759	0	0	1	1	0	0	0	2
ASV_23771	0	0	2	1	0	0	1	0
ASV_23773	0	1	0	0	0	0	0	0
ASV_23774	3	0	0	1	0	0	0	0
ASV_23777	0	4	0	1	0	0	0	0
ASV_23789	0	0	0	0	0	0	0	0
ASV_23801	1	0	0	1	0	0	0	0
ASV_23803	0	4	0	0	0	0	0	0
ASV_23804	0	0	0	0	1	0	0	0
ASV_23806	0	1	0	0	0	0	0	2
ASV_23807	0	0	0	0	0	0	0	11
ASV_23817	0	0	0	0	0	0	0	0
ASV_23818	0	0	1	0	0	0	0	2
ASV_23821	0	1	0	1	0	0	0	0
ASV_23822	2	1	0	1	0	0	0	2
ASV_23830	1	0	0	2	0	0	0	1
ASV_23837	0	2	2	1	0	0	0	0
ASV_23846	0	0	0	0	0	0	0	0
ASV_23847	0	0	1	2	0	1	0	0
ASV_23848	0	2	0	0	0	0	1	0
ASV_23849	3	0	1	2	0	0	0	3
ASV_23855	0	0	0	0	0	0	0	0
ASV_23857	0	1	0	0	0	0	0	0
ASV_23860	0	0	0	0	0	0	0	0
ASV_23862	0	0	0	0	0	0	0	0
ASV_23875	0	0	0	0	0	0	1	0
ASV_23891	0	0	0	0	3	1	1	0
ASV_23896	0	0	0	0	0	0	0	0
ASV_23898	0	3	0	1	0	0	0	0
ASV_23899	0	0	0	0	1	0	0	0
ASV_23902	0	0	0	0	0	0	0	3
ASV_23917	0	3	0	2	0	0	5	0
ASV_23918	0	0	0	0	0	0	0	0
ASV_23923	0	0	0	2	0	0	2	1
ASV_23924	0	0	2	0	0	0	0	0
ASV_23933	1	0	0	1	0	0	0	0
ASV_23937	0	0	1	0	0	0	0	1
ASV_23949	0	0	0	1	1	0	0	0
ASV_23951	0	0	0	1	0	0	0	0
ASV_23955	0	0	0	2	0	0	0	1
ASV_23957	0	0	0	4	0	0	0	0
ASV_23974	2	0	0	1	0	0	0	0
ASV_23975	0	0	2	0	0	0	0	3
ASV_23976	0	0	0	0	9	0	0	0
ASV_23978	0	0	0	0	0	0	0	0
ASV_23979	0	2	0	1	0	0	0	0
ASV_23980	0	5	0	1	0	0	0	0
ASV_23991	0	0	3	0	0	0	0	0
ASV_23993	0	0	0	0	0	0	0	0
ASV_23997	0	0	1	0	0	0	0	0
ASV_24011	0	1	0	0	0	0	0	0
ASV_24012	0	0	0	0	0	0	0	0
ASV_24014	0	0	0	0	0	0	0	0
ASV_24036	0	0	1	0	0	0	0	0
ASV_24041	0	0	0	0	0	0	0	0
ASV_24066	0	0	0	0	0	0	0	6
ASV_24109	0	0	0	2	0	0	1	0
ASV_24113	0	0	0	0	0	0	0	0
ASV_24142	0	0	0	0	0	0	0	1
ASV_24144	1	0	0	0	0	0	0	0
ASV_24158	0	0	1	0	0	0	0	0
ASV_24180	0	3	0	1	0	0	0	0
ASV_24216	0	0	0	0	0	0	0	0
ASV_24233	0	0	0	1	0	0	0	0
ASV_24345	0	0	0	1	0	0	0	0
ASV_24385	0	0	2	0	0	0	0	0
ASV_24429	3	3	0	0	4	0	2	5
ASV_24430	2	0	0	0	1	0	1	0
ASV_24431	0	3	3	0	0	1	1	2
ASV_24432	0	0	1	1	0	0	1	0
ASV_24433	0	0	0	0	0	1	0	0
ASV_24434	0	0	0	0	0	0	1	0
ASV_24438	0	1	0	0	0	0	0	0
ASV_24439	0	0	1	0	0	0	1	1
ASV_24440	0	0	0	0	1	0	0	0
ASV_24442	0	0	0	0	0	0	0	0
ASV_24443	0	0	0	0	0	0	1	0
ASV_24444	1	0	0	0	0	0	1	0
ASV_24445	1	0	0	0	2	0	0	0
ASV_24446	0	0	0	0	0	0	0	0
ASV_24447	0	0	0	0	0	0	1	0
ASV_24448	0	0	0	0	0	0	1	0
ASV_24449	1	0	0	0	0	0	0	0
ASV_24451	0	0	0	0	0	0	1	0
ASV_24453	0	0	0	0	0	0	0	0
ASV_24458	0	0	0	0	0	0	1	0
ASV_24459	0	0	1	0	0	0	0	0
ASV_24460	0	0	0	0	0	0	0	2
ASV_24461	0	0	0	0	0	0	0	0
ASV_24463	0	0	0	0	0	0	1	0
ASV_24464	72	43	0	5	0	1	17	0
ASV_24467	384	0	0	0	1171	37	0	1
ASV_24468	0	0	0	0	0	0	0	0
ASV_24469	0	0	1	1	0	0	0	0
ASV_24470	0	7	206	119	0	0	1	621
ASV_24472	0	0	3	4	0	0	0	0
ASV_24473	0	0	0	0	0	0	0	0
ASV_24474	0	0	0	0	0	0	0	1
ASV_24476	1	0	0	0	0	0	0	0
ASV_24477	0	0	0	0	0	0	1	0
ASV_24481	0	0	0	0	0	1	0	0
ASV_24486	103	290	61	57	84	56	115	17
ASV_24487	1	0	0	0	0	0	0	0
ASV_24489	0	0	0	7	5	0	0	314
ASV_24491	0	0	0	0	0	0	0	0
ASV_24494	1	1	221	3	0	0	0	257
ASV_24510	0	0	1	0	0	0	0	0
ASV_24511	60	0	0	0	0	0	2	0
ASV_24514	24	56	36	12	0	13	42	19
ASV_24516	1	0	0	0	0	0	0	1
ASV_24519	30	67	12	2	0	13	34	45
ASV_24520	1	0	0	0	0	0	0	0
ASV_24525	0	0	0	0	0	0	0	0
ASV_24531	0	0	0	0	0	2239	0	1
ASV_24535	0	1	0	0	0	0	1	0
ASV_24536	0	0	132	120	83	1	8	490
ASV_24537	1	0	0	0	1	0	0	0
ASV_24538	1	0	0	0	0	0	0	0
ASV_24540	0	0	0	0	0	2	2	0
ASV_24543	0	0	0	0	0	0	0	0
ASV_24545	0	0	0	76	0	0	0	0
ASV_24550	0	0	0	0	0	0	0	0
ASV_24557	0	0	0	0	0	0	0	0
ASV_24558	0	0	0	0	0	0	0	0
ASV_24565	2	2	0	0	0	0	0	0
ASV_24566	0	0	0	0	0	0	0	0
ASV_24567	84	8	57	7	0	37	2	18
ASV_24568	0	0	0	0	0	0	1	0
ASV_24570	0	11	2	5	0	0	3	0
ASV_24572	0	1	5	0	0	0	0	0
ASV_24575	0	16	0	1	35	15	21	0
ASV_24576	0	0	0	0	0	0	0	0
ASV_24577	5	3	0	20	32	6	3	2
ASV_24583	0	0	0	0	0	0	0	0
ASV_24584	0	0	0	0	0	0	0	0
ASV_24589	0	2	0	13	0	10	9	0
ASV_24591	0	28	0	0	0	45	11	0
ASV_24595	5	0	0	0	1262	0	0	0
ASV_24597	1	0	0	0	0	0	0	0
ASV_24599	0	0	0	0	0	0	0	0
ASV_24603	23	8	0	13	0	24	17	0
ASV_24605	0	30	118	0	0	0	0	7
ASV_24606	0	0	0	0	0	0	0	0
ASV_24608	0	0	0	0	0	0	0	0
ASV_24609	0	0	0	0	0	0	0	0
ASV_24610	0	0	0	0	0	0	0	0
ASV_24611	1	0	0	0	0	0	0	0
ASV_24612	96	27	54	13	0	1	15	0
ASV_24613	0	3	61	30	0	9	8	8
ASV_24614	1	0	0	1	0	0	0	0
ASV_24625	0	0	0	1	0	0	0	0
ASV_24626	0	0	0	0	0	0	1080	0
ASV_24630	1	0	0	0	0	0	0	0
ASV_24631	0	1	0	0	0	110	0	0
ASV_24633	0	0	1	0	0	0	1	0
ASV_24640	2	0	0	0	0	0	0	0
ASV_24641	0	0	0	0	1	0	0	0
ASV_24644	0	0	1	0	0	0	0	0
ASV_24645	1	1	21	33	3	0	1	7
ASV_24649	0	0	0	0	0	981	0	0
ASV_24651	0	0	257	0	0	0	0	87
ASV_24652	0	0	1	0	0	0	0	0
ASV_24653	0	0	0	0	0	0	0	1
ASV_24657	5	17	0	0	0	1	2	1
ASV_24661	0	10	140	63	1	0	0	87
ASV_24662	0	0	904	0	0	0	0	0
ASV_24663	908	0	0	0	0	0	0	0
ASV_24666	0	0	0	0	0	0	0	0
ASV_24667	0	0	112	0	0	0	0	0
ASV_24669	0	2	8	16	12	0	1	1
ASV_24677	26	0	0	3	0	0	0	0
ASV_24679	0	0	0	1	0	0	0	0
ASV_24680	0	0	0	0	1	0	0	0
ASV_24685	0	0	1	0	0	0	0	0
ASV_24687	7	2	67	21	0	0	0	6
ASV_24691	0	0	0	1	0	0	0	0
ASV_24692	0	0	0	0	0	0	0	0
ASV_24693	0	0	0	0	0	0	0	0
ASV_24694	0	0	0	0	0	0	2	0
ASV_24697	0	0	0	0	0	0	0	0
ASV_24698	0	0	0	0	0	0	0	0
ASV_24701	0	3	0	58	0	0	8	0
ASV_24702	5	0	0	0	674	0	0	0
ASV_24705	0	0	0	0	0	0	0	0
ASV_24706	0	0	1	0	0	0	0	0
ASV_24707	0	0	0	0	0	0	0	0
ASV_24708	0	0	1	0	0	0	0	0
ASV_24710	0	0	0	0	0	0	0	0
ASV_24713	0	0	0	0	0	0	3	0
ASV_24722	0	4	44	30	5	5	4	63
ASV_24723	0	0	660	0	0	0	0	0
ASV_24727	0	0	264	33	0	0	0	30
ASV_24732	0	0	0	0	0	0	0	0
ASV_24734	0	2	69	23	1	2	5	31
ASV_24736	0	9	0	0	0	3	0	0
ASV_24740	0	0	0	0	0	0	0	0
ASV_24742	0	0	0	2	0	0	0	0
ASV_24743	1	0	0	0	1	0	0	0
ASV_24747	0	0	1	23	170	1	0	0
ASV_24749	3	3	8	15	4	3	5	16
ASV_24756	0	0	2	0	0	0	0	1
ASV_24757	0	17	0	21	0	3	0	0
ASV_24761	0	0	0	0	0	6	0	0
ASV_24763	0	0	0	0	0	0	1	0
ASV_24764	0	0	0	5	0	0	0	0
ASV_24765	0	0	1	12	0	0	7	0
ASV_24774	0	3	3	4	0	1	2	7
ASV_24777	0	0	1	0	0	0	0	0
ASV_24778	0	0	0	0	0	0	0	0
ASV_24792	0	0	0	0	340	0	0	0
ASV_24805	0	2	1	1	0	0	0	5
ASV_24806	0	0	0	0	8	0	0	0
ASV_24816	10	21	4	6	0	1	0	0
ASV_24817	0	0	0	0	0	0	0	0
ASV_24819	0	0	0	0	0	0	8	0
ASV_24821	0	1	1	3	0	1	4	1
ASV_24823	1	0	0	0	3	0	0	0
ASV_24826	0	0	0	0	0	0	0	0
ASV_24831	0	0	0	0	0	3	0	0
ASV_24834	0	0	0	0	0	0	0	0
ASV_24848	0	0	0	0	0	0	0	0
ASV_24850	0	0	4	0	0	0	0	2
ASV_24854	0	0	0	0	0	0	0	0
ASV_24856	0	11	0	10	0	5	8	1
ASV_24862	0	0	5	30	8	0	1	4
ASV_24863	0	4	1	2	0	0	1	1
ASV_24874	0	0	0	24	0	0	0	0
ASV_24875	0	28	0	0	0	3	8	5
ASV_24877	0	0	0	8	0	0	0	0
ASV_24880	0	0	6	17	0	4	1	4
ASV_24888	2	0	0	0	0	127	1	0
ASV_24892	0	0	0	0	0	0	0	0
ASV_24894	0	0	0	0	0	0	0	0
ASV_24895	4	0	330	0	0	0	0	0
ASV_24897	23	22	0	0	0	9	3	0
ASV_24898	0	0	0	0	0	0	0	0
ASV_24902	0	0	0	80	0	0	0	0
ASV_24903	0	0	2	0	0	0	0	0
ASV_24905	0	0	0	0	0	0	0	0
ASV_24906	0	0	0	0	0	0	0	0
ASV_24909	0	0	0	0	0	0	0	0
ASV_24910	0	1	12	15	0	4	9	1
ASV_24915	0	0	0	0	0	0	0	0
ASV_24919	0	0	0	0	0	0	0	0
ASV_24927	48	13	0	0	0	4	14	0
ASV_24941	0	88	0	1	0	0	5	0
ASV_24942	0	0	0	0	0	0	0	0
ASV_24944	0	0	3	0	0	0	0	2
ASV_24950	0	0	0	0	0	0	0	0
ASV_24951	8	32	1	2	0	2	7	1
ASV_24952	0	0	4	1	0	0	0	5
ASV_24958	0	0	0	0	0	1	0	0
ASV_24962	0	0	2	2	0	0	1	2
ASV_24968	0	0	0	0	0	0	0	0
ASV_24972	0	0	0	0	132	0	0	0
ASV_24975	0	0	0	0	0	0	0	0
ASV_24981	0	14	3	1	0	1	2	0
ASV_24983	280	0	0	0	0	0	0	0
ASV_24985	0	0	0	0	0	0	1	0
ASV_24991	0	0	0	0	0	0	0	0
ASV_24992	0	2	0	0	0	0	1	0
ASV_24994	0	0	0	16	0	0	0	0
ASV_24995	0	0	0	0	0	1	0	0
ASV_24997	0	0	0	0	0	0	0	0
ASV_24998	0	0	0	0	0	0	0	0
ASV_24999	0	0	0	0	0	0	0	1
ASV_25004	10	0	0	0	0	4	4	0
ASV_25005	0	3	0	0	0	0	0	0
ASV_25012	0	24	0	0	0	0	0	0
ASV_25014	0	0	4	0	0	0	0	0
ASV_25017	0	0	0	0	0	0	0	0
ASV_25018	0	0	0	0	0	0	4	3
ASV_25020	0	9	1	1	0	0	5	0
ASV_25023	0	0	0	0	0	0	0	0
ASV_25026	0	0	13	17	0	0	0	34
ASV_25034	0	3	0	0	0	0	0	2
ASV_25039	0	0	0	0	0	0	0	0
ASV_25044	0	0	1	0	0	0	0	0
ASV_25046	0	0	0	0	0	0	0	0
ASV_25047	0	0	0	0	1	0	0	0
ASV_25049	25	0	0	14	0	1	6	0
ASV_25053	0	0	0	0	0	0	0	0
ASV_25059	0	4	48	7	3	5	3	48
ASV_25060	0	0	0	0	0	0	0	0
ASV_25061	0	0	0	0	0	0	0	0
ASV_25062	0	0	0	0	0	0	0	0
ASV_25064	0	9	32	7	0	0	0	14
ASV_25068	0	0	0	0	0	0	0	0
ASV_25075	0	0	0	0	0	0	0	0
ASV_25078	14	3	3	2	0	0	0	2
ASV_25081	0	0	0	0	0	0	0	0
ASV_25086	0	0	2	0	0	0	1	0
ASV_25091	0	2	7	0	0	0	3	16
ASV_25101	212	0	0	0	0	0	0	0
ASV_25104	0	0	0	0	0	0	0	0
ASV_25108	0	0	0	0	0	0	0	0
ASV_25116	0	0	0	0	0	0	0	0
ASV_25117	0	0	0	0	0	0	0	0
ASV_25120	8	0	0	7	2	0	0	0
ASV_25133	0	0	0	0	0	0	0	0
ASV_25134	0	0	0	0	0	0	0	0
ASV_25136	0	0	1	0	0	0	0	0
ASV_25138	4	0	0	0	0	2	0	0
ASV_25142	2	10	8	6	1	40	31	10
ASV_25143	0	0	0	0	0	0	0	0
ASV_25144	0	5	0	0	0	1	2	0
ASV_25148	0	0	0	0	0	0	1	0
ASV_25149	0	1	0	0	0	0	0	0
ASV_25153	0	0	0	0	0	0	0	0
ASV_25157	1	0	0	0	0	0	0	0
ASV_25158	0	0	0	0	193	0	0	0
ASV_25163	0	0	21	11	0	0	0	7
ASV_25168	0	0	0	17	19	0	0	3
ASV_25169	5	0	56	4	0	0	0	8
ASV_25172	0	0	0	1	0	0	0	0
ASV_25175	0	0	2	8	0	0	3	3
ASV_25180	0	4	8	14	9	0	1	27
ASV_25183	0	0	0	0	0	0	0	0
ASV_25185	0	0	31	7	0	0	4	3
ASV_25188	3	0	23	7	3	0	0	6
ASV_25192	0	0	0	0	0	0	0	0
ASV_25193	0	12	0	0	0	6	0	0
ASV_25198	0	0	0	0	0	0	0	0
ASV_25202	0	0	0	0	0	0	0	0
ASV_25204	0	0	0	0	0	0	0	0
ASV_25212	0	0	66	28	0	0	0	8
ASV_25220	0	0	0	0	0	0	0	0
ASV_25223	0	0	0	0	0	0	2	8
ASV_25224	0	0	0	0	0	0	0	0
ASV_25228	0	0	0	0	0	0	0	0
ASV_25232	0	0	0	0	0	0	0	0
ASV_25233	0	0	0	0	0	0	0	0
ASV_25234	0	8	17	0	0	1	1	0
ASV_25235	21	0	0	0	0	0	0	0
ASV_25237	0	13	0	0	0	5	4	0
ASV_25238	0	0	0	0	0	0	0	0
ASV_25245	0	0	0	16	0	4	0	1
ASV_25246	0	1	1	2	0	0	0	1
ASV_25247	0	0	0	0	0	0	0	2
ASV_25248	0	0	0	10	0	0	0	0
ASV_25252	0	0	7	5	0	0	0	6
ASV_25260	0	0	0	0	0	0	0	0
ASV_25261	1	0	19	0	0	0	2	0
ASV_25265	0	3	12	2	16	3	1	31
ASV_25266	0	5	0	0	0	0	0	1
ASV_25270	0	0	0	29	0	0	0	0
ASV_25271	2	1	0	4	0	0	0	1
ASV_25272	0	0	0	0	0	0	0	0
ASV_25273	0	0	1	0	0	0	0	0
ASV_25276	0	0	4	0	0	0	0	0
ASV_25277	0	0	13	0	0	0	0	0
ASV_25279	2	0	24	8	0	0	0	0
ASV_25280	0	0	0	0	0	0	0	0
ASV_25289	0	3	0	0	0	2	6	0
ASV_25291	0	3	5	3	0	7	4	31
ASV_25296	0	0	0	1	0	0	0	0
ASV_25297	0	0	0	0	0	0	0	0
ASV_25298	0	0	0	0	138	0	0	0
ASV_25299	0	9	0	0	0	1	2	0
ASV_25300	0	0	0	0	0	0	0	0
ASV_25303	0	0	0	0	0	0	0	0
ASV_25307	0	0	1	0	1	0	0	0
ASV_25310	0	7	0	0	0	0	0	0
ASV_25311	1	7	3	0	0	0	1	1
ASV_25319	0	0	0	0	0	0	0	0
ASV_25322	1	0	2	2	0	0	1	0
ASV_25323	0	0	0	0	0	11	0	0
ASV_25342	0	0	2	6	0	0	0	8
ASV_25343	0	0	8	0	0	0	0	26
ASV_25344	0	0	0	0	0	0	0	0
ASV_25347	0	3	0	1	0	0	1	1
ASV_25354	12	0	0	1	0	0	0	1
ASV_25365	0	0	0	0	0	0	0	0
ASV_25369	7	2	1	5	2	0	0	0
ASV_25375	0	0	0	0	0	0	0	0
ASV_25376	0	0	0	0	0	5	9	0
ASV_25377	0	0	1	0	0	0	0	0
ASV_25382	0	0	0	0	0	0	0	0
ASV_25386	0	0	0	0	0	0	0	0
ASV_25397	0	4	0	0	0	3	4	0
ASV_25401	0	0	0	1	0	0	1	0
ASV_25402	0	0	0	0	0	0	0	0
ASV_25405	0	3	3	4	0	0	0	10
ASV_25410	0	0	0	0	0	0	0	0
ASV_25411	0	2	0	0	0	2	0	1
ASV_25414	0	37	0	0	0	1	0	0
ASV_25420	0	0	0	0	0	0	0	0
ASV_25427	0	1	0	0	0	3	24	0
ASV_25447	0	1	0	0	0	0	0	0
ASV_25450	0	1	3	0	0	0	0	3
ASV_25451	0	1	0	0	0	0	0	0
ASV_25460	0	0	30	0	0	0	0	0
ASV_25461	0	0	0	0	0	1	0	0
ASV_25465	2	0	0	0	0	0	0	0
ASV_25466	0	0	0	0	0	0	0	0
ASV_25477	0	0	1	0	0	0	0	0
ASV_25482	82	0	0	0	0	0	0	0
ASV_25487	0	0	0	2	0	0	0	0
ASV_25488	7	6	0	0	0	0	8	0
ASV_25492	0	0	0	2	0	0	2	0
ASV_25493	0	0	6	2	0	0	0	1
ASV_25495	0	0	0	0	0	0	0	0
ASV_25501	0	0	0	4	0	1	6	3
ASV_25502	0	0	0	1	0	0	0	1
ASV_25503	0	0	0	0	0	0	0	0
ASV_25514	0	0	0	0	0	0	0	0
ASV_25522	0	1	0	1	7	0	0	0
ASV_25535	0	0	0	0	0	88	0	0
ASV_25547	0	0	4	1	0	0	0	33
ASV_25548	0	1	18	1	0	0	0	8
ASV_25549	0	16	0	0	0	0	0	0
ASV_25550	0	0	92	0	0	0	0	0
ASV_25561	0	0	1	2	0	0	2	15
ASV_25569	0	0	0	1	0	0	0	0
ASV_25571	0	0	0	0	0	0	0	0
ASV_25583	0	0	22	3	0	0	0	10
ASV_25596	0	0	0	0	0	0	0	0
ASV_25602	0	2	0	4	0	1	6	0
ASV_25604	1	0	2	0	0	0	0	0
ASV_25610	4	1	2	4	0	0	0	0
ASV_25611	0	0	0	1	0	0	0	2
ASV_25612	0	0	0	0	0	0	0	0
ASV_25613	0	0	0	0	0	0	0	0
ASV_25619	1	0	0	0	0	0	0	0
ASV_25621	0	0	54	0	0	0	0	0
ASV_25622	0	0	0	0	0	1	0	0
ASV_25624	0	9	0	5	0	0	0	0
ASV_25625	0	0	0	1	0	0	0	1
ASV_25626	0	0	0	0	0	0	0	0
ASV_25627	0	0	0	0	0	0	0	0
ASV_25636	0	2	0	0	1	0	0	0
ASV_25637	0	2	1	0	0	5	4	2
ASV_25640	0	5	0	0	0	0	0	0
ASV_25650	0	0	1	2	0	1	0	0
ASV_25651	0	0	0	0	0	0	0	0
ASV_25653	0	0	0	0	0	0	0	0
ASV_25654	0	1	0	0	0	0	0	0
ASV_25656	0	0	0	0	0	0	0	0
ASV_25659	0	0	0	0	0	0	0	0
ASV_25660	0	0	0	0	0	0	0	0
ASV_25666	0	86	0	0	0	0	0	0
ASV_25671	0	0	0	0	0	0	0	0
ASV_25672	0	2	0	0	0	0	0	1
ASV_25677	55	0	0	0	0	0	0	0
ASV_25678	0	0	0	0	0	0	0	0
ASV_25692	0	0	0	0	0	0	0	0
ASV_25693	0	0	0	0	0	0	1	0
ASV_25702	6	3	0	0	0	0	1	0
ASV_25709	0	0	0	1	0	0	0	0
ASV_25718	0	0	0	2	0	0	0	0
ASV_25719	0	1	0	1	7	0	0	0
ASV_25723	0	0	0	3	0	0	0	9
ASV_25724	0	0	0	1	0	0	1	0
ASV_25726	0	7	1	0	0	5	0	0
ASV_25728	3	0	0	0	0	0	0	0
ASV_25729	0	0	0	0	79	0	0	0
ASV_25735	0	0	0	0	0	0	0	0
ASV_25736	0	0	0	0	0	0	0	0
ASV_25746	0	2	0	0	0	0	0	0
ASV_25747	0	0	0	0	0	0	0	0
ASV_25750	0	0	1	0	0	0	0	0
ASV_25757	0	0	1	7	0	1	0	0
ASV_25759	0	0	0	0	0	0	0	0
ASV_25760	1	0	0	0	0	0	0	0
ASV_25767	0	0	0	0	3	8	6	1
ASV_25770	0	0	0	0	0	0	1	0
ASV_25771	0	0	48	0	0	0	0	0
ASV_25783	0	0	0	0	0	0	0	0
ASV_25784	0	0	0	0	0	0	0	0
ASV_25792	0	0	0	2	0	0	0	0
ASV_25801	0	0	0	0	0	1	0	0
ASV_25803	0	2	0	0	0	0	0	0
ASV_25813	0	0	0	4	4	0	0	2
ASV_25814	0	0	2	1	1	0	1	0
ASV_25817	0	0	0	0	0	0	0	2
ASV_25824	0	1	0	0	0	0	0	0
ASV_25830	0	0	0	0	0	0	0	0
ASV_25833	0	0	0	0	0	0	1	0
ASV_25839	12	0	2	3	0	0	0	0
ASV_25840	0	2	0	0	0	0	1	2
ASV_25851	0	0	0	0	0	0	0	0
ASV_25858	0	0	0	2	0	0	0	0
ASV_25859	0	0	0	0	0	0	0	0
ASV_25860	0	0	3	0	0	0	0	0
ASV_25861	0	0	2	0	0	0	0	9
ASV_25862	42	0	3	0	0	0	0	0
ASV_25863	0	11	0	0	0	1	5	0
ASV_25876	0	0	7	0	0	0	0	0
ASV_25877	0	0	0	0	0	0	0	0
ASV_25878	0	0	0	0	0	0	0	0
ASV_25886	0	0	4	6	0	0	0	1
ASV_25887	0	0	5	1	0	0	0	1
ASV_25889	0	5	0	0	0	0	0	0
ASV_25906	0	0	0	0	0	0	0	0
ASV_25920	4	0	6	0	0	0	0	4
ASV_25921	0	0	0	0	0	0	0	0
ASV_25924	0	0	0	0	0	0	1	0
ASV_25925	0	9	0	0	0	2	0	0
ASV_25926	0	0	0	0	0	0	0	0
ASV_25937	0	0	0	0	0	0	0	60
ASV_25947	0	1	0	3	0	0	0	1
ASV_25950	0	0	0	0	0	0	0	0
ASV_25952	0	0	0	0	61	0	0	0
ASV_25962	0	0	0	4	0	0	0	0
ASV_25963	0	0	0	0	0	0	1	0
ASV_25964	0	0	0	0	0	0	0	0
ASV_25976	0	0	0	4	0	0	0	0
ASV_25977	0	2	0	1	0	0	0	0
ASV_25979	0	2	0	0	3	31	6	0
ASV_25981	0	0	0	0	0	0	10	0
ASV_25982	0	0	0	0	0	0	0	0
ASV_25989	0	0	0	3	0	0	0	0
ASV_25996	0	0	0	2	0	0	0	0
ASV_25997	0	0	1	0	0	0	0	0
ASV_25999	0	0	0	0	0	0	0	0
ASV_26003	2	0	0	6	0	0	2	10
ASV_26004	0	0	1	0	0	0	0	0
ASV_26005	0	0	0	0	0	0	1	0
ASV_26006	2	0	1	0	0	0	0	0
ASV_26009	0	0	0	0	0	0	0	0
ASV_26020	2	0	0	1	0	2	1	0
ASV_26021	1	5	1	1	0	0	0	0
ASV_26022	0	3	0	0	0	0	0	0
ASV_26023	3	7	0	0	0	0	1	0
ASV_26027	0	0	0	0	0	0	0	0
ASV_26036	0	3	0	1	0	0	0	0
ASV_26038	0	0	0	0	0	0	0	0
ASV_26039	1	0	0	0	0	0	0	0
ASV_26040	0	0	50	0	0	0	0	0
ASV_26041	0	0	3	0	0	0	0	0
ASV_26056	0	1	11	5	7	2	1	14
ASV_26057	0	0	0	2	0	0	0	0
ASV_26058	0	0	0	1	0	0	0	0
ASV_26061	0	0	0	0	0	0	0	0
ASV_26062	0	0	0	0	0	0	0	0
ASV_26063	1	5	0	0	4	0	1	0
ASV_26064	0	0	0	0	0	0	0	0
ASV_26079	0	0	0	1	0	0	0	0
ASV_26080	0	0	0	0	0	0	0	0
ASV_26081	0	0	0	0	0	0	0	0
ASV_26095	0	0	0	0	0	0	0	3
ASV_26096	0	0	6	0	0	0	0	7
ASV_26116	0	0	0	6	0	0	0	0
ASV_26117	3	2	0	1	0	0	0	0
ASV_26118	1	0	0	0	0	0	0	0
ASV_26120	0	0	0	0	0	0	0	0
ASV_26121	0	1	0	0	0	0	1	0
ASV_26122	0	2	0	0	0	0	0	0
ASV_26123	0	0	0	0	0	0	0	0
ASV_26136	1	0	9	6	0	0	0	0
ASV_26137	0	0	0	1	0	0	0	0
ASV_26138	0	0	0	0	0	0	0	0
ASV_26139	0	0	0	0	0	0	0	0
ASV_26141	0	0	0	0	0	0	0	0
ASV_26142	0	0	0	0	0	0	1	2
ASV_26160	0	0	1	2	0	0	0	0
ASV_26162	0	0	0	0	0	0	4	0
ASV_26164	0	1	0	0	0	0	0	0
ASV_26165	0	2	0	0	0	0	0	0
ASV_26178	0	0	0	0	0	0	0	0
ASV_26180	0	0	1	0	0	0	0	0
ASV_26182	1	0	0	0	0	1	0	0
ASV_26194	0	1	1	0	0	3	5	0
ASV_26195	0	3	0	0	0	0	3	3
ASV_26196	0	4	0	0	0	0	8	0
ASV_26197	0	0	0	0	0	0	0	0
ASV_26198	0	0	0	0	0	0	1	0
ASV_26199	0	0	1	0	0	0	0	0
ASV_26202	0	0	0	0	0	0	0	0
ASV_26217	0	0	0	0	0	0	0	0
ASV_26218	0	0	0	0	0	0	1	0
ASV_26219	0	4	0	0	0	2	1	1
ASV_26237	0	0	0	0	0	0	0	0
ASV_26240	0	0	0	0	0	0	1	0
ASV_26241	0	0	0	0	0	0	0	0
ASV_26259	0	0	0	2	0	0	0	0
ASV_26260	0	0	0	0	0	0	1	0
ASV_26262	0	0	0	0	0	0	0	0
ASV_26277	0	5	3	3	0	0	0	0
ASV_26280	0	0	0	0	3	0	0	0
ASV_26281	0	0	0	0	0	0	0	0
ASV_26282	0	0	3	0	0	0	0	2
ASV_26283	0	0	0	0	0	0	0	0
ASV_26284	0	0	1	0	0	0	3	0
ASV_26300	0	0	0	0	0	0	0	0
ASV_26301	0	0	0	0	0	0	0	0
ASV_26302	0	8	0	0	0	0	0	0
ASV_26315	1	0	2	3	2	0	0	2
ASV_26316	0	0	9	1	0	0	0	0
ASV_26317	0	0	0	0	0	4	0	0
ASV_26318	0	0	1	0	4	0	0	0
