#OTUID	CN18SESPkoa_SC36_Y	CN18SESPkoa_SC39_Y	CN18SESPkoa_SC41_Y	CN18SESPkoa_SC44_Y	CN18Sc14_8_eDNA_Y	CN18Sc15_8_eDNA_Y	CN18Sc18_8_eDNA_Y	CN18Sc27_8_eDNA_Y
ASV_36459	0	0	0	0	0	0	0	0
ASV_36460	0	0	0	0	1	0	0	0
ASV_36461	0	0	0	0	0	0	0	0
ASV_36462	0	0	0	0	0	0	0	0
ASV_36463	0	0	0	0	0	0	0	0
ASV_36464	0	0	0	0	0	0	0	0
ASV_36465	0	0	0	0	3	0	2	0
ASV_36466	0	0	0	0	4	0	0	0
ASV_36467	0	0	0	0	1	0	0	0
ASV_36469	0	0	0	0	0	0	0	0
ASV_36470	0	0	0	0	2	0	0	0
ASV_36471	0	0	0	0	3	0	0	0
ASV_36472	0	0	0	0	0	0	0	0
ASV_36473	0	0	0	0	0	0	0	0
ASV_36474	0	0	0	0	3	0	1	0
ASV_36475	0	2	0	0	0	0	0	0
ASV_36476	0	0	0	0	0	0	0	0
ASV_36477	0	0	0	0	0	0	0	0
ASV_36478	0	0	0	0	0	0	0	0
ASV_36479	0	0	0	0	0	0	0	0
ASV_36480	0	0	0	0	1	0	2	0
ASV_36481	0	0	0	0	0	0	0	0
ASV_36482	0	0	0	0	0	0	0	0
ASV_36483	0	0	0	0	0	0	0	0
ASV_36484	1	0	0	0	0	0	0	0
ASV_36486	0	0	0	0	0	0	0	0
ASV_36487	0	0	0	0	0	0	0	0
ASV_36488	0	0	0	0	0	0	0	0
ASV_36489	0	0	0	0	0	0	0	0
ASV_36490	0	0	0	0	0	0	0	0
ASV_36491	0	0	0	0	0	0	0	0
ASV_36493	0	0	0	0	0	0	0	0
ASV_36495	0	0	0	0	0	0	0	0
ASV_36496	0	0	0	0	0	0	0	0
ASV_36497	0	0	0	0	0	0	0	0
ASV_36498	0	0	0	0	0	0	0	0
ASV_36499	0	0	0	0	0	0	0	0
ASV_36500	0	0	0	0	2	0	0	0
ASV_36501	0	0	0	0	0	0	0	0
ASV_36502	0	0	0	0	1	0	0	0
ASV_36503	0	0	0	0	0	0	0	0
ASV_36504	0	0	0	0	0	0	0	0
ASV_36505	0	0	0	0	0	0	0	0
ASV_36506	0	0	0	0	1	0	0	0
ASV_36507	0	0	0	0	0	0	0	0
ASV_36508	0	0	0	0	0	0	0	0
ASV_36509	0	0	0	0	0	0	0	0
ASV_36510	0	0	0	0	0	0	0	0
ASV_36511	0	0	0	0	0	0	0	0
ASV_36512	7	7	1	0	0	4	1	1
ASV_36514	0	0	0	0	0	0	0	0
ASV_36515	0	0	0	0	0	0	0	0
ASV_36516	0	0	0	0	0	0	0	0
ASV_36517	0	0	0	0	3	0	0	0
ASV_36518	0	0	0	0	1	0	0	0
ASV_36519	0	0	0	0	2	0	0	0
ASV_36520	0	0	0	0	1	0	0	0
ASV_36521	0	0	0	0	0	0	0	0
ASV_36522	0	0	0	0	0	0	0	0
ASV_36523	0	0	0	0	0	0	0	0
ASV_36524	0	0	0	0	0	0	0	0
ASV_36525	0	0	0	0	0	0	0	0
ASV_36526	0	0	0	0	0	0	0	0
ASV_36527	0	0	0	0	0	0	0	0
ASV_36528	0	0	0	0	0	0	0	0
ASV_36529	0	0	0	0	0	0	0	0
ASV_36530	0	0	0	0	3	0	0	0
ASV_36531	0	0	0	0	1	0	0	0
ASV_36532	0	0	0	0	1	0	0	0
ASV_36533	0	0	0	0	0	0	0	0
ASV_36534	0	0	0	0	0	0	0	0
ASV_36535	0	0	0	0	0	0	0	0
ASV_36536	0	0	0	0	0	0	0	0
ASV_36537	0	0	0	0	1	0	0	0
ASV_36538	0	0	0	0	0	0	0	0
ASV_36539	0	0	0	0	0	0	0	0
ASV_36540	0	0	0	0	0	0	0	0
ASV_36541	0	0	0	0	0	0	0	0
ASV_36543	0	0	0	0	0	0	0	0
ASV_36544	0	0	0	0	0	0	0	0
ASV_36545	0	0	0	0	0	0	0	0
ASV_36546	0	0	0	0	0	0	0	0
ASV_36547	0	0	0	0	0	0	0	0
ASV_36548	0	0	0	0	1	0	0	0
ASV_36549	0	0	0	0	0	0	0	0
ASV_36550	0	0	0	0	0	0	0	0
ASV_36551	0	0	0	0	2	0	0	0
ASV_36552	0	0	0	0	0	0	0	0
ASV_36554	0	0	0	0	0	0	0	0
ASV_36555	0	0	0	0	0	0	0	0
ASV_36557	0	0	0	0	0	0	0	0
ASV_36558	0	0	0	0	0	0	0	0
ASV_36559	0	0	0	0	0	0	0	0
ASV_36560	0	0	0	0	0	0	0	0
ASV_36561	0	0	0	0	0	0	0	0
ASV_36562	0	0	0	0	0	0	0	0
ASV_36563	0	0	0	0	0	0	0	0
ASV_36564	0	0	0	0	2	0	0	0
ASV_36565	0	0	0	0	0	0	0	0
ASV_36566	0	0	0	0	0	0	0	0
ASV_36567	0	0	0	0	1	0	0	0
ASV_36568	0	0	0	0	0	0	0	0
ASV_36569	0	0	0	0	0	0	0	0
ASV_36570	0	0	0	0	0	0	1	0
ASV_36571	0	0	0	0	0	0	0	0
ASV_36572	0	0	0	0	0	0	0	0
ASV_36573	0	0	0	0	1	0	0	0
ASV_36574	0	0	0	0	0	0	0	0
ASV_36576	0	0	0	0	0	0	0	0
ASV_36577	0	0	0	0	1	0	0	0
ASV_36578	0	0	0	0	0	0	0	0
ASV_36579	0	0	0	0	0	0	0	0
ASV_36580	0	0	0	0	0	0	0	0
ASV_36581	0	0	0	0	0	0	0	0
ASV_36582	3	0	0	0	3	0	0	0
ASV_36583	0	0	0	0	0	0	0	0
ASV_36584	0	0	0	0	0	0	0	0
ASV_36585	0	0	0	0	1	0	0	0
ASV_36586	0	0	0	0	3	0	0	0
ASV_36587	0	0	0	0	0	0	0	0
ASV_36588	0	0	0	0	0	0	0	0
ASV_36589	0	0	0	0	6	0	0	0
ASV_36590	0	0	0	0	0	0	0	0
ASV_36591	0	0	0	0	0	0	0	0
ASV_36593	0	0	0	0	0	0	0	0
ASV_36595	0	0	0	0	0	0	0	0
ASV_36596	0	0	0	0	0	0	0	0
ASV_36597	0	0	0	0	0	0	0	0
ASV_36598	0	0	0	0	0	0	0	0
ASV_36599	0	0	0	0	2	0	0	0
ASV_36600	0	0	0	0	0	0	0	0
ASV_36601	0	0	0	0	1	0	0	0
ASV_36602	0	0	0	0	0	0	0	0
ASV_36603	0	0	0	0	0	0	0	0
ASV_36604	0	0	0	0	1	0	0	0
ASV_36605	0	0	0	0	0	0	0	0
ASV_36606	0	0	0	0	0	0	0	0
ASV_36607	0	0	0	0	0	0	0	0
ASV_36608	0	0	0	0	0	0	0	0
ASV_36609	0	0	0	0	0	0	0	0
ASV_36610	0	0	0	0	0	0	0	0
ASV_36611	0	0	0	0	0	0	0	0
ASV_36612	0	0	0	0	0	0	0	0
ASV_36613	0	0	0	0	0	0	0	0
ASV_36614	0	0	0	0	0	0	0	0
ASV_36615	0	0	0	0	0	0	0	0
ASV_36616	0	0	0	0	1	1	0	0
ASV_36617	0	0	0	0	2	0	0	0
ASV_36618	0	0	0	0	0	0	0	0
ASV_36619	2	0	0	0	0	0	1	0
ASV_36620	0	0	0	0	1	0	0	0
ASV_36621	0	0	0	0	0	0	0	0
ASV_36622	0	0	0	0	0	0	0	0
ASV_36623	0	0	0	0	2	0	0	0
ASV_36624	0	0	0	0	0	0	0	0
ASV_36625	0	0	0	0	0	0	0	0
ASV_36626	0	0	0	0	1	0	0	0
ASV_36627	0	0	0	0	0	0	0	0
ASV_36628	0	0	0	0	0	0	0	0
ASV_36629	0	0	0	0	1	0	0	0
ASV_36630	0	0	0	0	0	0	0	0
ASV_36631	0	0	0	0	0	0	0	0
ASV_36632	0	0	0	0	0	0	0	0
ASV_36633	0	0	0	0	0	0	0	0
ASV_36636	0	0	0	0	0	0	0	0
ASV_36637	0	0	0	0	0	0	0	0
ASV_36638	1	0	0	0	0	0	0	0
ASV_36640	0	0	0	0	0	0	0	0
ASV_36641	0	0	0	0	0	0	0	0
ASV_36642	0	0	0	0	1	0	0	0
ASV_36643	0	0	0	0	0	0	0	0
ASV_36644	0	0	0	0	0	0	0	0
ASV_36645	0	0	0	0	0	0	0	0
ASV_36646	0	0	0	0	1	0	0	0
ASV_36647	0	0	0	0	0	0	0	0
ASV_36648	0	0	0	0	0	0	0	0
ASV_36650	0	0	0	0	2	0	0	0
ASV_36651	1	0	0	0	0	0	0	0
ASV_36652	0	0	0	0	0	0	0	0
ASV_36653	0	0	0	0	0	0	0	0
ASV_36654	0	0	0	0	0	0	0	0
ASV_36655	0	0	0	0	0	0	0	0
ASV_36656	0	0	0	0	0	0	0	0
ASV_36657	0	0	0	0	0	0	0	0
ASV_36658	0	0	0	0	3	0	0	0
ASV_36659	0	0	0	0	0	0	0	0
ASV_36660	0	0	0	0	0	0	0	0
ASV_36661	0	0	0	0	0	0	0	0
ASV_36662	0	0	0	0	0	0	0	0
ASV_36664	0	0	0	0	0	0	0	0
ASV_36665	0	0	0	0	1	0	0	0
ASV_36666	0	0	0	0	0	0	0	0
ASV_36667	0	0	0	0	0	0	0	0
ASV_36668	0	0	0	0	0	0	3	0
ASV_36669	0	0	0	0	0	0	0	0
ASV_36670	0	0	0	0	0	0	0	0
ASV_36671	0	0	0	0	0	0	0	0
ASV_36672	0	0	0	0	0	0	0	0
ASV_36673	2	0	1	1	0	1	0	0
ASV_36677	0	0	0	0	0	0	0	0
ASV_36678	0	0	0	0	0	0	0	0
ASV_36679	0	0	0	0	0	0	0	0
ASV_36680	0	0	0	0	0	0	0	0
ASV_36681	0	0	0	0	0	0	0	0
ASV_36682	0	0	0	0	0	0	0	0
ASV_36683	0	0	0	0	1	0	0	0
ASV_36684	0	0	0	0	0	0	0	0
ASV_36685	0	0	0	0	0	0	0	0
ASV_36686	0	0	0	0	0	0	0	0
ASV_36687	0	0	0	0	0	0	0	0
ASV_36688	0	0	0	0	0	0	0	0
ASV_36689	0	0	0	0	0	0	0	0
ASV_36690	0	0	0	0	0	0	0	0
ASV_36691	0	0	0	0	0	0	0	0
ASV_36692	0	0	0	0	1	0	0	0
ASV_36693	0	0	0	0	0	0	0	0
ASV_36694	0	0	0	0	0	0	0	0
ASV_36695	0	0	0	0	0	0	0	0
ASV_36696	0	0	0	0	0	0	0	0
ASV_36697	0	0	0	0	0	0	0	0
ASV_36698	0	0	0	0	0	0	0	0
ASV_36699	0	0	0	0	0	0	0	0
ASV_36700	0	0	0	0	0	0	0	0
ASV_36701	0	0	0	0	0	0	0	0
ASV_36702	0	0	0	0	2	0	0	0
ASV_36703	0	0	0	0	0	0	0	0
ASV_36704	0	0	0	0	0	0	0	0
ASV_36705	0	0	0	0	0	0	0	0
ASV_36706	0	0	0	0	0	0	0	0
ASV_36707	0	0	0	0	0	0	0	0
ASV_36708	0	0	0	0	0	0	0	0
ASV_36709	0	0	0	0	1	0	0	0
ASV_36710	0	0	0	0	0	0	0	0
ASV_36711	0	0	0	0	1	0	0	0
ASV_36712	0	0	0	0	0	0	0	0
ASV_36713	0	0	0	0	1	0	0	0
ASV_36714	0	0	0	0	0	0	0	0
ASV_36715	0	0	0	0	0	0	0	0
ASV_36716	0	0	0	0	0	0	0	0
ASV_36717	0	0	0	0	0	0	0	0
ASV_36719	0	0	0	0	0	0	0	0
ASV_36720	0	0	0	0	0	0	0	0
ASV_36721	0	0	0	0	0	0	0	0
ASV_36722	0	0	0	0	0	0	0	0
ASV_36723	0	0	0	0	0	0	0	0
ASV_36724	0	0	0	0	2	0	0	0
ASV_36725	0	0	0	0	0	0	0	0
ASV_36726	0	0	0	0	0	0	0	0
ASV_36727	0	0	0	0	0	0	0	0
ASV_36728	0	0	0	0	0	0	0	0
ASV_36729	0	0	0	0	1	0	0	0
ASV_36730	0	0	0	0	0	0	0	0
ASV_36731	0	0	0	0	0	0	0	0
ASV_36732	0	0	0	0	1	0	0	0
ASV_36733	0	0	0	0	0	0	0	0
ASV_36734	0	0	0	0	0	0	0	0
ASV_36735	0	0	0	0	0	0	0	0
ASV_36736	0	0	0	0	0	0	0	0
ASV_36737	0	0	0	0	0	0	0	0
ASV_36738	0	0	0	0	0	0	0	0
ASV_36739	0	0	0	0	0	0	0	0
ASV_36740	0	0	0	0	0	0	0	0
ASV_36741	0	0	0	0	3	0	0	0
ASV_36742	0	0	0	0	0	0	0	0
ASV_36743	0	0	0	0	0	0	0	0
ASV_36744	0	0	0	0	2	0	0	0
ASV_36745	0	0	0	0	0	0	0	0
ASV_36746	0	0	0	0	0	0	0	0
ASV_36747	0	0	0	0	0	0	0	0
ASV_36748	0	0	0	0	0	0	0	0
ASV_36749	0	0	0	0	0	0	0	0
ASV_36750	0	0	0	0	0	0	0	0
ASV_36751	0	0	0	0	0	0	0	0
ASV_36752	0	0	0	0	0	0	0	0
ASV_36753	0	0	0	0	0	0	0	0
ASV_36754	0	0	0	0	0	0	0	0
ASV_36755	0	0	0	0	3	0	0	0
ASV_36756	0	0	0	0	2	0	1	0
ASV_36757	0	0	0	0	0	0	0	0
ASV_36758	0	0	0	0	0	0	0	0
ASV_36759	0	0	0	0	0	0	0	0
ASV_36760	0	0	0	0	0	0	0	0
ASV_36761	0	0	0	0	0	0	0	0
ASV_36763	0	0	0	0	0	0	0	0
ASV_36764	0	0	0	0	0	0	0	0
ASV_36765	0	0	0	0	0	0	0	0
ASV_36766	0	0	0	0	0	0	0	0
ASV_36767	0	0	0	0	0	0	0	0
ASV_36768	0	0	0	0	0	0	0	0
ASV_36770	0	0	0	0	0	0	0	0
ASV_36771	0	0	0	0	0	0	0	0
ASV_36772	0	0	0	0	0	0	0	0
ASV_36773	0	0	0	0	0	0	0	0
ASV_36774	0	0	0	0	0	0	0	0
ASV_36775	0	0	0	0	1	0	0	0
ASV_36776	0	0	0	0	1	0	0	0
ASV_36777	0	0	0	0	0	0	0	0
ASV_36779	0	0	0	0	0	0	0	0
ASV_36780	0	0	0	0	0	0	0	0
ASV_36781	0	0	0	0	0	0	0	0
ASV_36782	0	0	0	0	0	0	0	0
ASV_36783	0	0	0	0	0	0	0	0
ASV_36784	0	0	0	0	0	0	0	0
ASV_36786	0	0	0	0	0	0	0	0
ASV_36787	0	0	0	0	0	0	0	0
ASV_36788	0	0	0	0	0	0	0	0
ASV_36790	0	0	0	0	0	0	0	0
ASV_36791	0	0	0	0	0	0	0	0
ASV_36792	0	0	0	0	0	0	0	0
ASV_36793	0	0	0	0	0	0	0	0
ASV_36794	0	0	0	0	0	0	0	0
ASV_36795	0	0	0	0	2	0	0	0
ASV_36796	0	0	0	0	0	0	0	0
ASV_36797	0	0	0	0	1	0	0	0
ASV_36798	0	0	0	0	0	0	0	0
ASV_36799	0	0	0	0	0	0	0	0
ASV_36800	0	0	0	0	1	0	0	0
ASV_36801	0	0	0	0	0	0	0	0
ASV_36802	0	0	0	0	0	0	0	0
ASV_36803	0	0	0	0	0	0	0	0
ASV_36804	0	0	0	0	1	0	0	0
ASV_36805	0	0	0	0	0	0	0	0
ASV_36806	0	0	0	0	1	0	0	0
ASV_36807	0	0	0	0	0	0	0	0
ASV_36808	0	0	0	0	0	0	0	0
ASV_36809	0	0	0	0	0	0	2	0
ASV_36810	0	0	0	0	0	0	0	0
ASV_36811	0	0	0	0	0	0	0	0
ASV_36812	0	0	0	0	0	0	0	0
ASV_36814	0	0	0	0	0	0	0	0
ASV_36815	0	0	0	0	0	0	0	0
ASV_36816	0	0	0	0	0	0	0	0
ASV_36817	0	0	0	0	0	0	0	0
ASV_36818	0	0	0	0	0	0	0	0
ASV_36819	0	1	2	3	0	1	0	1
ASV_36820	0	0	0	0	0	0	0	0
ASV_36821	0	0	0	0	0	0	0	0
ASV_36822	0	0	0	0	0	0	0	0
ASV_36823	0	0	0	0	0	0	0	0
ASV_36824	0	0	0	0	0	0	0	0
ASV_36825	0	0	0	0	0	0	0	0
ASV_36826	0	0	0	0	0	0	0	0
ASV_36827	0	0	0	0	0	0	0	0
ASV_36828	0	0	0	0	0	0	0	0
ASV_36829	0	0	0	0	0	0	0	0
ASV_36830	0	0	0	0	0	0	0	0
ASV_36831	0	0	0	0	2	0	0	0
ASV_36832	0	0	0	0	0	0	0	0
ASV_36833	0	0	0	0	0	0	0	0
ASV_36834	0	0	0	0	0	0	0	0
ASV_36835	0	0	0	0	0	0	0	0
ASV_36836	0	0	0	0	0	0	0	0
ASV_36837	0	0	0	0	0	0	0	0
ASV_36838	0	0	0	0	0	0	0	0
ASV_36839	0	0	0	0	0	0	0	0
ASV_36840	0	0	0	0	0	0	0	0
ASV_36841	0	0	0	0	2	0	0	0
ASV_36842	0	0	0	0	0	0	0	0
ASV_36843	0	0	0	0	1	0	0	0
ASV_36845	0	0	0	0	0	0	0	0
ASV_36846	1	0	0	0	0	0	0	0
ASV_36847	0	0	0	0	0	0	0	0
ASV_36848	0	0	0	0	0	0	0	0
ASV_36849	0	0	0	0	0	0	0	0
ASV_36850	0	0	0	0	0	0	0	0
ASV_36853	0	0	0	0	0	0	0	0
ASV_36855	0	0	0	0	0	0	0	0
ASV_36856	0	0	0	0	0	0	1	0
ASV_36857	0	0	0	0	0	0	0	0
ASV_36858	0	0	0	0	0	0	0	0
ASV_36859	0	0	0	0	0	0	0	0
ASV_36860	0	0	0	0	0	0	0	0
ASV_36861	0	0	0	0	0	0	0	0
ASV_36862	0	0	0	0	0	0	0	0
ASV_36865	0	0	0	0	0	0	0	0
ASV_36866	0	0	0	0	0	0	0	0
ASV_36867	0	0	0	0	0	0	0	0
ASV_36868	0	0	0	0	0	0	0	0
ASV_36869	0	0	0	0	0	0	0	0
ASV_36870	0	0	0	0	0	0	0	0
ASV_36871	0	0	0	0	0	0	0	0
ASV_36872	0	0	0	0	1	0	0	0
ASV_36873	0	0	0	0	0	0	0	0
ASV_36874	0	0	0	0	1	0	0	0
ASV_36875	0	0	0	0	1	0	0	0
ASV_36876	0	0	0	0	1	0	0	0
ASV_36877	0	0	0	0	1	0	0	0
ASV_36878	0	0	0	0	1	0	0	0
ASV_36879	0	0	0	0	0	0	0	0
ASV_36880	0	0	0	0	0	0	0	0
ASV_36881	0	0	0	0	0	0	0	0
ASV_36882	0	0	0	0	0	0	0	0
ASV_36883	0	0	0	0	0	0	0	0
ASV_36884	0	0	0	0	0	0	0	0
ASV_36885	0	0	0	0	0	0	0	0
ASV_36886	0	0	0	0	0	0	0	0
ASV_36888	0	0	0	0	0	0	0	0
ASV_36889	0	0	0	0	1	0	0	0
ASV_36890	0	0	0	0	0	0	0	0
ASV_36891	0	0	0	0	0	0	0	0
ASV_36892	0	0	0	0	0	0	0	0
ASV_36893	0	0	0	0	0	0	0	0
ASV_36894	0	0	0	0	0	0	0	0
ASV_36895	0	0	0	0	0	0	0	0
ASV_36896	0	0	0	0	0	0	0	0
ASV_36897	0	0	0	0	0	0	0	0
ASV_36898	0	0	0	0	1	0	0	0
ASV_36899	0	0	0	0	0	0	0	0
ASV_36900	0	0	0	0	0	0	0	0
ASV_36901	0	0	0	0	0	0	0	0
ASV_36902	0	0	0	0	0	0	0	0
ASV_36903	0	0	0	0	4	0	1	0
ASV_36904	0	0	0	0	0	0	0	0
ASV_36905	0	0	0	0	0	0	0	0
ASV_36906	0	0	0	0	0	0	0	0
ASV_36907	0	0	0	0	0	0	0	0
ASV_36908	0	0	0	0	0	0	0	0
ASV_36909	0	0	0	0	3	0	0	0
ASV_36910	0	0	0	0	0	0	0	0
ASV_36911	0	0	0	0	0	0	0	0
ASV_36912	0	0	0	0	0	0	0	0
ASV_36913	0	0	0	0	0	0	0	0
ASV_36914	0	0	0	0	0	0	0	0
ASV_36915	0	0	0	0	1	0	0	0
ASV_36916	0	0	0	0	0	0	0	0
ASV_36917	0	0	0	0	0	0	0	0
ASV_36918	0	0	0	0	0	0	0	0
ASV_36919	0	0	0	0	0	0	0	0
ASV_36920	0	0	0	0	0	0	0	0
ASV_36921	0	0	0	0	0	0	0	0
ASV_36922	0	0	0	0	0	0	0	0
ASV_36923	0	0	0	0	0	0	6	0
ASV_36924	0	0	0	0	0	0	0	0
ASV_36925	0	0	0	0	0	0	0	0
ASV_36926	0	0	0	0	0	0	0	0
ASV_36927	0	0	0	0	0	0	0	0
ASV_36930	0	0	0	0	0	0	0	0
ASV_36932	0	0	0	0	0	0	0	0
ASV_36933	0	0	0	0	1	0	0	0
ASV_36934	0	0	0	0	0	0	0	0
ASV_36935	0	0	0	0	1	0	0	0
ASV_36936	0	0	0	0	0	0	0	0
ASV_36937	0	0	0	0	0	0	0	0
ASV_36938	0	0	0	0	0	0	0	0
ASV_36939	0	0	0	0	0	0	0	0
ASV_36940	0	0	0	0	0	0	0	0
ASV_36942	0	0	0	0	3	0	0	0
ASV_36943	0	0	0	0	0	0	0	0
ASV_36944	0	0	0	0	0	0	0	0
ASV_36945	0	0	0	0	0	0	0	0
ASV_36946	0	0	0	0	0	0	0	0
ASV_36947	0	0	0	0	0	0	0	0
ASV_36948	0	0	0	0	0	0	0	0
ASV_36949	3	0	0	0	0	0	0	0
ASV_36950	0	0	0	0	0	0	0	0
ASV_36951	0	0	0	0	0	0	0	0
ASV_36952	0	0	0	0	0	0	0	0
ASV_36953	0	0	0	0	0	0	0	0
ASV_36954	0	0	0	0	0	0	0	0
ASV_36955	0	0	0	0	0	0	0	0
ASV_36956	0	0	0	0	0	0	0	0
ASV_36957	0	0	0	0	0	0	0	0
ASV_36958	0	0	0	0	1	0	0	0
ASV_36960	0	0	0	0	0	0	0	0
ASV_36962	0	0	0	0	2	0	0	0
ASV_36963	0	0	0	0	1	0	0	0
ASV_36964	0	0	0	0	1	0	0	0
ASV_36965	0	0	0	0	0	0	0	0
ASV_36966	0	0	0	0	0	0	0	0
ASV_36967	0	0	0	0	0	0	0	0
ASV_36968	0	0	0	0	0	0	0	0
ASV_36969	0	0	0	0	0	0	0	0
ASV_36970	0	0	0	0	0	0	0	0
ASV_36971	0	0	0	0	0	0	0	0
ASV_36972	0	0	0	0	0	0	0	0
ASV_36973	0	0	0	0	0	0	0	0
ASV_36974	0	0	0	0	0	0	0	0
ASV_36975	0	0	0	0	0	0	0	0
ASV_36976	0	0	0	0	0	0	0	0
ASV_36977	0	0	0	0	0	0	0	0
ASV_36978	0	0	0	0	0	0	0	0
ASV_36979	0	0	0	0	0	0	0	0
ASV_36980	0	0	0	0	0	0	0	0
ASV_36981	0	0	0	0	0	0	0	0
ASV_36982	0	0	0	0	0	0	0	0
ASV_36983	0	0	0	0	0	0	0	0
ASV_36984	0	0	0	0	0	0	0	0
ASV_36987	0	0	0	0	1	0	0	0
ASV_36988	0	0	0	0	0	0	0	0
ASV_36989	0	0	0	0	0	0	0	0
ASV_36990	0	0	0	0	0	0	0	0
ASV_36991	0	0	0	0	0	0	0	0
ASV_36993	0	0	0	0	0	0	0	0
ASV_36994	0	0	0	0	0	0	0	0
ASV_36995	0	0	0	0	0	0	0	0
ASV_36996	0	0	0	0	1	0	0	0
ASV_36997	0	0	0	0	0	0	0	0
ASV_36998	0	0	0	0	0	0	0	0
ASV_36999	0	0	0	0	0	0	0	0
ASV_37001	0	0	0	0	0	0	0	0
ASV_37002	0	0	0	0	0	0	0	0
ASV_37003	0	0	0	0	0	0	0	0
ASV_37004	0	0	0	0	0	0	0	0
ASV_37005	0	0	0	0	0	0	0	0
ASV_37006	0	0	0	0	0	0	0	0
ASV_37007	0	0	0	0	0	0	0	0
ASV_37008	0	0	0	0	1	0	0	0
ASV_37009	0	0	0	0	0	0	0	0
ASV_37010	0	0	0	0	0	0	0	0
ASV_37011	0	0	0	0	0	0	0	0
ASV_37012	0	0	0	0	0	0	0	0
ASV_37013	0	0	0	0	0	0	0	0
ASV_37014	0	0	0	0	2	0	0	0
ASV_37015	0	0	0	0	2	0	0	0
ASV_37016	0	0	0	0	1	0	0	0
ASV_37017	0	0	0	0	1	0	0	0
ASV_37018	0	0	0	0	0	0	0	0
ASV_37019	0	0	0	0	0	0	0	0
ASV_37020	0	0	0	0	0	0	0	0
ASV_37021	0	0	0	0	0	0	0	9
ASV_37022	0	0	0	0	0	0	0	0
ASV_37023	0	0	0	0	0	0	0	0
ASV_37024	0	0	0	0	0	0	0	0
ASV_37025	0	0	0	0	0	0	0	0
ASV_37026	0	0	0	0	0	0	0	0
ASV_37027	0	0	0	0	0	0	0	0
ASV_37029	0	0	0	0	0	0	0	0
ASV_37031	0	0	0	0	0	0	0	0
ASV_37032	0	0	0	0	0	0	0	0
ASV_37033	0	0	0	0	0	0	1	0
ASV_37034	0	0	0	0	0	0	0	0
ASV_37036	0	0	0	0	0	0	0	0
ASV_37039	0	0	0	0	0	0	0	0
ASV_37040	0	0	0	0	0	0	0	0
ASV_37041	0	0	0	0	0	0	0	0
ASV_37042	0	0	0	0	0	0	0	0
ASV_37043	0	0	0	0	0	0	0	0
ASV_37044	0	0	0	0	0	0	0	0
ASV_37045	0	0	0	0	0	0	0	0
ASV_37046	0	0	0	0	2	0	0	0
ASV_37047	0	0	0	0	0	0	0	0
ASV_37048	0	0	0	0	0	0	0	0
ASV_37049	0	0	0	0	0	0	0	0
ASV_37050	0	0	0	0	0	0	0	0
ASV_37051	0	0	0	0	0	0	0	1
ASV_37052	0	0	0	0	0	0	1	0
ASV_37053	0	0	0	0	0	0	0	0
ASV_37054	0	0	0	0	0	0	0	0
ASV_37055	0	0	0	0	0	0	0	0
ASV_37056	0	0	0	0	0	0	0	0
ASV_37057	0	0	0	0	0	0	0	0
ASV_37058	0	0	0	0	0	0	0	0
ASV_37059	0	0	0	0	0	0	0	0
ASV_37060	0	0	0	0	0	0	0	0
ASV_37061	0	0	0	0	0	0	0	0
ASV_37062	0	0	0	0	0	0	0	0
ASV_37063	0	0	0	1	0	0	0	0
ASV_37064	0	0	0	0	0	0	0	0
ASV_37065	0	0	0	0	0	0	0	0
ASV_37066	0	0	0	0	0	0	0	0
ASV_37067	0	0	0	0	0	0	0	0
ASV_37068	0	0	0	0	0	0	0	0
ASV_37069	0	0	0	0	0	0	0	0
ASV_37070	0	0	0	0	0	0	0	0
ASV_37071	0	0	0	0	1	0	0	0
ASV_37072	0	0	0	0	0	0	0	0
ASV_37073	0	0	0	0	0	0	0	0
ASV_37074	0	0	0	0	0	0	0	0
ASV_37075	0	0	0	0	0	0	0	0
ASV_37076	0	0	0	0	2	0	0	0
ASV_37077	0	0	0	1	0	0	0	0
ASV_37078	0	0	0	0	1	0	0	0
ASV_37079	0	0	0	0	1	0	0	0
ASV_37080	0	0	0	0	1	0	0	0
ASV_37081	0	0	0	0	0	0	0	0
ASV_37082	0	0	0	0	0	0	0	0
ASV_37083	0	0	0	0	0	0	0	0
ASV_37084	0	0	0	0	0	0	0	0
ASV_37085	0	0	0	0	0	0	0	0
ASV_37086	0	0	0	0	0	0	0	0
ASV_37088	0	0	0	0	0	0	0	0
ASV_37090	0	0	0	0	0	0	0	0
ASV_37091	0	0	0	0	0	0	0	0
ASV_37092	0	0	0	0	0	0	0	0
ASV_37094	0	0	0	0	0	0	0	0
ASV_37095	0	0	0	0	0	0	0	0
ASV_37096	0	0	0	0	0	0	0	0
ASV_37097	0	0	0	0	0	0	1	0
ASV_37098	0	0	0	0	0	0	0	0
ASV_37099	0	0	0	0	0	0	0	0
ASV_37100	1	0	0	0	0	0	0	0
ASV_37103	0	0	0	0	0	0	0	0
ASV_37105	0	0	0	0	0	0	0	0
ASV_37106	0	0	0	0	0	0	0	0
ASV_37107	0	0	0	0	0	0	0	0
ASV_37108	0	0	0	0	0	0	0	0
ASV_37109	0	0	0	0	0	0	0	0
ASV_37110	0	0	0	0	1	0	0	0
ASV_37111	0	0	0	0	1	0	0	0
ASV_37112	0	0	0	0	0	0	0	0
ASV_37116	0	0	0	0	0	0	0	0
ASV_37117	0	0	0	0	0	0	0	0
