"","20180724_EB_AA","20180802_EB_AA","20180815_EB_AA","20180908_CB_HH","20180909_CB_HH","20180910_CB_HH","20181211_EB_CC","20181212_EB_CC","20181218_EB_CC","20190619_EB_HH","CN18FESPkoa_BN1post_CC","CN18FESPkoa_BN1pre_CC","CN18FESPkoa_BN2post_CC","CN18FESPkoa_BN2pre_CC","CN18FESPkoa_BN3post_CC","CN18FESPkoa_BN3pre_CC","CN18FESPkoa_BP1_CC","CN18FESPkoa_BP2_CC","CN18FESPkoa_BP3_CC","CN18FESPkoa_SC1_CC","CN18FESPkoa_SC24_CC","CN18FESPkoa_SC26_CC","CN18FESPkoa_SC29_CC","CN18FESPkoa_SC2_CC","CN18FESPkoa_SC30_CC","CN18FESPkoa_SC31_CC","CN18FESPkoa_SC32_CC","CN18FESPkoa_SC34_CC","CN18FESPkoa_SC35_CC","CN18FESPkoa_SC37_CC","CN18FESPkoa_SC40_CC","CN18FESPkoa_SC41_CC","CN18FESPkoa_SC43_CC","CN18FESPkoa_SC44_CC","CN18FESPkoa_SC46_CC","CN18FESPkoa_SC47_CC","CN18FESPkoa_SC49_CC","CN18FESPkoa_SC52_CC","CN18FESPkoa_SC53_CC","CN18FESPkoa_SC55_CC","CN18FESPkoa_SC56_CC","CN18FESPkoa_SC57_CC","CN18FESPkoa_SC58_CC","CN18FESPkoa_SC59_CC","CN18FESPkoa_SC60_CC","CN18Fc12_8_eDNA_HH","CN18Fc19_5_eDNA_HH","CN18Fc21_6_eDNA_HH","CN18Fc22_6_eDNA_HH","CN18Fc24_6_eDNA_HH","CN18Fc25_5_eDNA_HH","CN18Fc27_4_eDNA_HH","CN18Fc29_6_eDNA_HH","CN18Fc30_4_eDNA_HH","CN18Fc32_4_eDNA_HH","CN18Fc33_5_eDNA_HH","CN18Fc35_5_eDNA_HH","CN18Fc36_6_eDNA_HH","CN18Fc38_5_eDNA_HH","CN18Fc40_6_eDNA_HH","CN18Fc41_6_eDNA_HH","CN18Fc43_5_eDNA_HH","CN18Fc44_8_eDNA_HH","CN18Fc46_8_eDNA_HH","CN18Fc47_6_eDNA_HH","CN18Fc49_6_eDNA_HH","CN18Fc51_5_eDNA_HH","CN18SESPkoa_SC32_AA","CN18SESPkoa_SC36_AA","CN18SESPkoa_SC37_AA","CN18SESPkoa_SC39_AA","CN18SESPkoa_SC40_AA","CN18SESPkoa_SC41_AA","CN18SESPkoa_SC42_AA","CN18SESPkoa_SC44_AA","CN18SESPkoa_SC45_AA","CN18SESPkoa_SC47_AA","CN18SESPkoa_SC49_AA","CN18S_koa3G_BN1post_CC","CN18S_koa3G_BN1pre_CC","CN18S_koa3G_BN2post_CC","CN18S_koa3G_BN2pre_CC","CN18S_koa3G_BN3post_CC","CN18S_koa3G_BN3pre_CC","CN18S_koa3G_BP1_CC","CN18S_koa3G_BP2_CC","CN18S_koa3G_BP3_CC","CN18S_koa3G_SC29_CC","CN18S_koa3G_SC30_CC","CN18S_koa3G_SC31_CC","CN18S_koa3G_SC57_CC","CN18S_koa3G_SC58_CC","CN18S_koa3G_SC59_CC","CN18S_koa3G_SC60_CC","CN18Sc09_2_eDNA_AA","CN18Sc10_2_eDNA_AA","CN18Sc14_2_eDNA_AA","CN18Sc14_8_eDNA_AA","CN18Sc15_2_eDNA_AA","CN18Sc15_8_eDNA_AA","CN18Sc18_2_eDNA_AA","CN18Sc18_8_eDNA_AA","CN18Sc27_2_eDNA_AA","CN18Sc27_8_eDNA_AA","pcr_blank_1_CC","pcr_blank_2_CC","pcr_blank_3_CC","pcrblank_1_AA","pcrblank_1_HH","pcrblank_2_AA","pcrblank_2_HH","pcrblank_3_AA","pcrblank_3_HH"
"ASV_11",0,0,0,1610,1032,2,0,0,0,0,6740,0,859,0,4736,0,2225,1335,2387,1,61,4,10,3,8,278,0,49,7,6,2,4,280,10,4,8,4,2165,7,962,22,33,8,0,238,75,1896,4413,5440,4237,1981,828,8463,2599,722,600,1434,2205,2488,3698,6144,1761,1158,2062,780,680,3857,0,87,0,161,351,28,0,3,1,0,1,42,1,0,1,1,0,2,186,136,464,1,0,0,511,0,308,1,2,3,336,1,733,5,578,0,113,0,1,0,0,0,0,2,0,0
"ASV_12",0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,11,217,26,13,499,9,14,32,12,7,9,17,20,13,14,18,4,6,5,12,10,5,12,11,0,1,0,2,2,0,1,4,4,2,4,5,1,1,3,4,2,8,2,7,14,0,24,74,76,441,9,89,40,2113,47,2858,33,51,42,263,0,763,0,1303,0,109,156,130,894,188,1367,0,536,0,91,53,35,49,61,21,4427,54,16,55,810,0,0,0,0,0,0,0,0,0
"ASV_13",0,0,0,425,2,2,0,0,0,0,10,0,0,0,2,0,5792,4135,1483,2,37,0,2,3,4,30,3,2,6,3478,2,6,5,3,7,3,1,1,4,3,4,0,0,0,19,0,9,4,4,4,3,6,13,3,0,2749,1,13,4,5476,5942,115,3,2,7,4,3,1,3,0,1,0,0,1,2,1,0,0,112,317,121,0,1,328,0,0,1,803,0,56,486,589,0,408,0,0,3,1,0,2,1,1,1,0,1,0,0,0,3,0,0,0,356
"ASV_14",0,0,0,285,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,0,1,4,0,0,0,1,1,0,2,0,0,0,0,0,1,1,4,2,1,0,10,0,0,1,1,0,0,1,0,0,5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,4,5,0,0,3,0,2,1,1,2,1,0,1,0,0,0,0,0,5,3,5,3,0,1,7,1,1,0,0,0,0,0,3,0,0,0,0
"ASV_15",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,1,0,2,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,6,2,2,0,0,0,0,0,0,0,0,0,0
"ASV_16",0,0,0,0,1,955,0,0,0,77,0,0,0,0,0,0,0,0,1,0,2,0,2,11,1,3,2,1,2,4,0,3,10,1,6,5,7,0,7,4,3,6,5,0,0,0,3,2,3,3,2,3,3,5,0,3,3,5,5,5,5,8,0,3,1,1,3,1447,14,203,3,561,1,434,2,346,585,464,1306,0,175,0,0,0,0,0,1,0,0,0,0,0,0,17,727,443,1098,316,264,4,1010,3,1898,3,0,0,0,0,0,0,0,0,0
"ASV_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,499,0,0,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,0,5,0,0,2,0,2,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0
"ASV_19",0,0,39,355,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,1,3,72,2,7,10,10,8,13,10,11,33,11,25,6,8,14,21,126,137,93,29,0,2,6,77,5,29,15,14,21,73,23,16,2,5,10,7,7,9,14,5,0,375,4,1,24,79,12,8,221,8,55,3,22,121,68,271,0,55,0,0,0,0,1,0,218,0,83,0,0,0,0,132,30,410,619,85,3,51,27,85,13,0,0,0,1,0,0,0,0,0
"ASV_20",0,0,0,0,0,0,0,0,0,0,37,0,59,1,231,0,30,29,29,191,272,34,60,2458,62,88,125,137,137,165,160,199,189,159,242,110,138,133,194,244,138,168,197,1,154,55,37,43,76,23,45,34,45,51,40,31,28,22,29,55,89,35,20,20,11,26,120,31,624,8,511,28,487,48,1142,35,55,42,73,1,415,3,8,1,287,355,269,1,0,7,1,2,0,1580,27,30,37,46,18,1023,24,36,17,174,2,0,0,1,0,0,0,0,0
"ASV_21",0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,43,41,26,31,6,1,2,212,5,11,9,14,6,17,10,16,34,9,13,7,13,4,20,24,19,26,39,0,14,1,13,6,9,9,5,20,13,6,3,2,2,3,3,15,14,10,7,2,1,0,7,9,769,3,593,17,50,25,215,26,79,35,149,0,27,0,0,0,271,353,322,618,0,181,236,288,777,813,41,33,55,91,38,232,31,71,5,56,0,0,0,0,0,0,0,0,0
"ASV_22",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,4,6,3,9,7,14,10,24,9,24,31,15,28,15,12,31,12,21,22,52,14,0,0,23,8,61,41,15,86,1,12,66,99,13,83,36,17,8,57,17,6,0,0,8,3,396,1,86,0,287,0,325,0,314,402,236,1735,0,0,0,0,0,0,0,0,0,0,0,6,642,0,0,629,381,308,228,417,0,532,1,369,0,0,0,0,0,0,0,0,0,0
"ASV_23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_25",0,20,0,0,0,0,0,0,0,0,6,0,1,0,1,0,57,60,55,6,659,58,94,1472,156,324,218,342,141,287,221,325,306,218,319,164,193,108,234,210,251,263,218,0,39,74,259,174,399,219,75,519,460,120,29,278,38,131,201,517,301,255,285,241,65,377,1154,13,253,1,67,10,410,22,1223,10,9,11,152,1,1,2,1,0,38,45,93,0,0,53,0,0,1,311,37,21,24,83,28,1519,26,61,13,65,0,0,0,0,0,0,0,0,0
"ASV_26",0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV_27",0,0,0,0,0,0,0,1,0,0,1,0,42,0,1,0,11,4,10,16,484,101,414,511,384,702,1255,1065,1052,1309,1201,1305,1110,895,1352,539,685,651,1122,1593,930,1151,1567,0,152,39,388,271,515,230,158,424,379,246,64,279,108,214,228,387,428,348,234,61,53,91,153,12,1348,2,195,2,69,10,136,4,6,1,19,1,2,1,1,1,35,32,17,0,528,0,189,0,1,22,7,10,7,75,7,137,37,146,10,138,0,0,0,0,0,0,0,0,0
"ASV_28",0,37,0,319,492,2,0,0,0,36,1,0,2,1,1,0,1,1,0,11,772,107,330,590,538,1466,962,1361,822,1443,1133,1509,1220,1142,1421,724,784,1058,1207,526,555,601,575,1,1,2121,640,3606,1471,1364,1899,1560,1590,2959,1803,2244,2682,1588,1622,1727,1785,2101,1477,428,407,392,418,227,13,50,0,126,5,227,1,103,216,155,476,1,226,0,2,0,0,2,1,1,0,0,0,258,0,0,411,315,344,187,326,0,451,5,302,0,1,0,0,0,0,0,0,0,0
"ASV_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,1,33,8,4,1,11,0,7,4,4,13,2,3,0,13,0,6,2,4,2,10,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,1,11,928,2,669,11,82,2,423,23,15,9,14,0,0,0,0,293,34,78,37,0,0,56,10,0,0,3678,6,2,10,2,1,67,3,6,4,10,0,0,0,0,0,0,0,0,0
"ASV_30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_31",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,61,31,32,0,26,3,3,194,9,0,10,0,4,2,2,1,11,1,7,8,5,0,19,0,0,4,0,0,6,8,3,0,0,3,0,4,1,0,0,0,0,0,0,6,4,0,3,5,0,8,11,24,294,23,234,71,79,74,366,45,109,106,122,1,0,0,5,1,772,829,832,0,0,0,4,0,1,1320,122,107,79,29,49,766,34,27,34,64,0,0,0,0,0,0,0,0,0
"ASV_32",0,0,0,570,0,158,0,0,0,186,3,0,0,0,0,0,35,65,11,0,56,0,0,0,3,0,2,215,1,39,0,0,36,0,0,0,1,0,0,2,0,13,2,0,0,1,7524,2791,2003,2059,1863,25,1229,177,0,622,0,3101,5025,4355,3689,1,150,320,1627,3664,1549,1,327,0,45,1,18,0,3,0,0,0,0,0,5,0,0,0,0,1,78,83,0,0,0,0,0,23,0,0,0,1,8,489,0,19,1,136,0,0,0,0,0,0,0,0,0
"ASV_33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,12,0,0,0,35,0,0,0,2,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,456,0,41,0,151,0,175,0,168,256,100,487,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,376,272,304,10,177,0,269,0,356,0,0,0,0,0,0,0,0,0,0
"ASV_36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_38",0,0,0,512,3133,2,0,0,0,2,0,0,0,0,0,0,0,0,0,5,88,17,52,51,100,486,2717,642,58,104,82,130,153,197,245,174,247,309,490,345,442,401,419,0,0,136,121,336,216,265,246,125,174,149,48,141,92,53,58,69,103,61,56,7881,245,15,12,69,7,17,8,118,0,18,0,34,63,33,33,0,0,0,0,0,0,1,0,0,0,0,237,0,0,1,47,56,70,4,28,2,11,10,90,0,0,0,0,2,0,0,0,0,0
"ASV_39",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2,10,8,3,0,20,16,6,0,8,0,0,0,3,11,3,0,0,0,2,1,0,76,0,61,0,1,0,2,3,23,4,17,0,167,0,0,0,9,9,7,21,0,11,0,0,1007,1292,2,0,34,4,17,24,0,31,0,8,0,0,0,0,0,0,0,0,1
"ASV_40",0,0,0,0,0,0,0,0,0,0,1011,0,1659,1,0,0,327,236,321,1,388,23,88,177,21,12,130,29,80,145,95,36,60,17,66,7,12,29,13,108,31,18,100,0,1117,24,10,24,12,4,16,18,9,16,1,16,5,14,6,23,66,34,28,19,3,21,13,41,204,13,91,6,65,10,466,3,36,16,31,1,0,1,1,0,1933,2662,2519,0,0,0,0,0,0,248,90,24,72,13,15,99,33,10,58,56,0,0,0,0,0,0,0,0,0
"ASV_41",0,0,18,1,0,0,0,0,0,0,46,1,0,1,0,0,999,601,190,1,139,122,175,43,199,87,57,50,34,54,33,64,59,73,101,61,192,87,200,58,22,18,25,0,36,15,33,51,200,80,5,85,125,14,2,56,3,432,20,69,58,127,52,71,45,372,193,154,64,1,53,0,0,0,4,1,3,0,40,0,0,0,0,0,241,1856,853,1,0,0,0,0,0,94,0,0,16,1,7,25,3,8,235,7,0,0,0,0,0,0,0,0,0
"ASV_42",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,30,12,14,24,63,23,19,42,64,146,102,190,77,183,164,200,134,175,128,78,96,67,159,44,37,51,46,0,8,80,65,100,159,143,16,221,245,100,3,290,17,200,217,329,251,275,267,59,53,51,43,4,240,3,35,0,26,1,28,2,0,0,19,0,358,0,220,0,109,188,144,0,0,0,0,0,0,26,8,6,12,13,2,331,8,65,8,123,0,0,0,0,0,0,0,0,0
"ASV_43",0,0,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,1,1,0,0,502,0,2534,0,3665,0,0,3,0,1249,761,295,0,0,0,0,0,3,1,2,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_44",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_45",0,0,0,225,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,1,1,22,4,4,1,0,3,3,2,11,3,0,1,0,3,12,0,0,0,2,2,0,914,938,1,2,1326,0,0,0,1,1092,1518,1,0,0,424,107,1069,57,1,6,0,0,176,0,1,0,0,2,1,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,1,15,0,0,0,122,318,0,0,0,0,0,0,0,0,0,0
"ASV_46",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,0,2,0,22,0,0,0,2,2,13,0,2,0,3,1,2,0,1,3,0,5,5,0,0,1,5,0,0,12,2,0,5,1,0,0,0,0,0,3,0,0,0,0,0,2,0,4,18,1245,1,399,9,21,4,94,11,5,2,33,0,1469,0,0,1,532,184,877,0,0,0,0,0,0,2484,9,0,2,0,0,142,15,81,0,21,0,0,0,0,0,0,0,0,1
"ASV_47",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,287,1,77,0,191,0,165,0,121,223,138,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,174,188,0,205,0,162,0,319,0,0,0,0,0,0,0,0,0,0
"ASV_48",0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,1,2,2,1,1,1,1,2,0,1,0,1,0,0,0,1,310,1,30,0,83,0,94,0,55,131,65,368,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,174,134,224,99,98,1,249,0,613,0,0,0,0,0,0,0,0,0,1
"ASV_49",0,0,0,56,0,0,0,0,0,0,10,0,0,0,18,0,176,118,131,440,34,3,7,345,0,2,45,9,4,34,0,16,0,0,13,0,3,2,4,0,5,8,0,0,32,39,1,1,0,1,1,61,0,0,0,87,2,12,15,99,4,38,0,117,199,131,86,0,3,0,3,21,1,0,2,0,1,0,0,0,0,0,0,0,416,1992,296,7,47,0,0,307,313,1,0,0,0,0,1,56,54,41,0,30,0,0,0,0,0,0,0,0,0
"ASV_50",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,6,1,10572,0,1,1,8,1,4,0,0,0,1,1,0,2,0,0,0,1,0,1,2,0,1,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2525,1,17813,2,25237,0,2,3,4,3259,4751,4260,0,0,1,6,16,24,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,2,2,3,1,1,1,0,3,0,7,0,8,0,0,3,0,8,1,1,12,0,4,10,16,0,10,7,0,0,2,4,0,0,0,1,0,221,0,34,0,124,0,216,0,136,177,127,526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,259,131,134,87,167,0,254,0,180,0,0,0,0,0,0,0,0,0,0
"ASV_52",0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,9,92,9,11,16,30,11,33,11,62,43,19,45,16,32,14,42,9,25,7,13,0,6,5,2,4,4,2,8,26,24,5,4,6,6,3,2,20,11,3,0,5,0,5,19,6,423,1,298,3,166,10,437,18,9,1,0,0,48,0,0,0,64,95,65,0,0,82,281,0,0,1759,4,5,13,5,7,257,6,16,3,22,0,0,0,0,0,0,0,0,0
"ASV_53",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,2,0,1,17,2,0,0,1,2,1,0,0,7,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,533,0,426,4,12,7,38,9,7,5,0,0,0,0,418,1,37,98,74,2,0,1,8,0,0,4124,3,2,13,6,0,31,6,27,2,5,0,0,0,0,0,0,0,0,0
"ASV_54",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,3,6,9,6,3,2,9,10,8,13,4,12,2,7,13,10,3,4,1,0,0,0,13,3,33,7,10,10,0,15,26,48,18,43,12,9,3,8,13,10,0,0,1,10,75,3,22,0,91,0,201,0,85,147,106,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,239,189,300,218,0,191,0,66,2,0,0,0,0,0,0,0,0,0
"ASV_55",0,0,0,0,240,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,385,3,8,0,17,45,3,4,10,2,47,0,0,0,33,30,43,0,0,1,0,0,0,1992,0,1,4,0,1,16,1,10,0,5,0,0,0,0,0,0,0,0,0
"ASV_56",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,31,0,2,1,0,0,8,3,0,6,0,3,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,1,4,4,351,0,266,2,11,8,46,8,12,10,1,0,0,0,0,0,31,80,39,1,0,71,0,0,0,5032,2,6,3,0,0,15,0,1,2,2,0,0,0,0,0,0,0,0,0
"ASV_57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,10,2,1,7,1,4,5,3,5,6,3,5,3,2,7,6,2,2,1,9,0,0,15,5,10,1,1,20,4,5,18,16,3,33,10,1,1,14,10,1,0,1,6,6,158,21,22,2,90,60,121,106,82,136,57,283,0,0,0,0,0,27,20,22,0,0,0,0,0,662,53,285,175,151,74,134,126,154,5,163,13,0,0,0,0,0,0,0,0,0
"ASV_58",0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,2,3,14,0,4,68,3,1,3,4,2,15,9,9,9,14,17,4,10,4,13,6,6,17,18,0,2,0,7,4,16,8,1,18,9,6,0,2,2,5,3,13,5,3,5,6,0,4,8,1,276,0,175,1,14,5,66,6,10,1,17,0,285,0,169,0,64,109,77,0,0,0,0,0,0,131,6,0,12,20,4,70,2,45,0,19,0,0,0,0,0,0,0,0,0
"ASV_59",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,11,5,5,6,23,17,10,14,25,21,17,16,15,25,12,14,17,18,16,27,16,16,0,0,41,27,23,30,18,19,29,29,34,17,18,12,16,14,25,12,23,14,1,3,11,17,100,14,38,5,120,1,142,6,89,172,103,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,183,247,83,185,19,122,7,213,4,0,0,0,0,0,0,0,0,0
"ASV_60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,2,1,0,0,0,1,0,1,0,0,2,2,1,1,0,0,0,0,0,1,1,1,0,14,0,2,11,29,2,8,3,0,0,0,0,0,0,0,0,0,134,0,37,0,117,0,208,0,105,201,94,291,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,242,154,152,91,184,0,246,0,174,0,0,1,0,0,0,0,0,0,0
"ASV_61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,1,4,0,4,1,4,5,1,5,3,3,0,1,6,3,3,1,0,0,3,0,4,3,2,1,7,7,5,3,1,4,0,1,8,3,7,3,0,0,1,2,126,18,35,2,131,2,99,1,82,192,102,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,132,178,37,150,0,149,2,176,0,0,0,0,0,0,0,0,0,0
