"","CANON_AKU1_22_X","CANON_AKU2_22_X","CANON_AKU3_22_X","CANON_AKU4_22_X","CANON_B10_22_X","CANON_B13_22_X","CANON_B17_22_X","CANON_B1_22_X","CANON_B20_22_X","CANON_B23_22_X","CANON_CBI10_22_X","CANON_CBI1_22_X","CANON_CBI4_22_X","CANON_CBI5_22_X","CANON_CBI8_22_X","CANON_CBI9_22_X"
"ASV_27219",0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV_27220",0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"ASV_27223",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_27224",0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0
"ASV_27225",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27228",5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"ASV_27230",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_27231",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27232",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_27244",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"ASV_27268",1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"ASV_27269",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27270",0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27271",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27272",13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27274",0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_27275",0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2
"ASV_27276",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ASV_27277",0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27278",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27279",2,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1
"ASV_27281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"ASV_27282",2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_27284",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_27289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_27290",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_27330",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"ASV_27338",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9
"ASV_27339",5,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0
"ASV_27340",0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"ASV_27341",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27342",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27344",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27346",0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"ASV_27350",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27351",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27352",0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_27353",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5
"ASV_27354",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_27358",0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
"ASV_27367",0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0
"ASV_27408",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"ASV_27409",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27410",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27411",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27412",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27414",2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
"ASV_27415",0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
"ASV_27416",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_27417",3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27418",0,0,0,0,1,0,0,0,8,0,0,0,1,2,0,0
"ASV_27420",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV_27421",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV_27423",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27424",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27425",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27426",0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
"ASV_27428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_27429",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27433",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_27440",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
"ASV_27441",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"ASV_27451",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_27485",1,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0
"ASV_27486",0,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0
"ASV_27487",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27488",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27489",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27490",0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0
"ASV_27491",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27492",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ASV_27493",0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"ASV_27494",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27496",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"ASV_27497",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"ASV_27498",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
"ASV_27499",3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
"ASV_27500",0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0
"ASV_27501",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"ASV_27504",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_27505",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_27506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_27507",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27508",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27509",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27510",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27511",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27513",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27524",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
"ASV_27526",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_27528",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_27571",5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ASV_27572",0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
"ASV_27573",0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
"ASV_27574",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"ASV_27575",0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0
"ASV_27577",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"ASV_27579",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_27580",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_27582",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27584",0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0
"ASV_27585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_27586",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27587",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27588",0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_27589",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27590",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27591",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_27596",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"ASV_27599",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"ASV_27604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_27660",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27661",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27662",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASV_27665",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV_27666",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27667",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_27668",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_27669",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_27671",2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_27672",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27673",7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_27674",0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_27675",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27676",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27677",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_27681",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_27682",0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
"ASV_27684",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ASV_27687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_27688",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
"ASV_27689",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_27694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_27695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV_27698",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_27730",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_27763",0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0
"ASV_27764",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_27765",0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
"ASV_27766",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27768",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27770",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"ASV_27771",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_27772",0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"ASV_27774",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_27776",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV_27777",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27778",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27779",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27780",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27781",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_27782",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_27783",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"ASV_27784",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27785",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_27786",0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
"ASV_27791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27793",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_27795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_27798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27800",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_27804",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_27808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27809",0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"ASV_27815",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
"ASV_27864",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
"ASV_27865",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_27866",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_27867",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_27868",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27869",0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ASV_27872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_27873",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ASV_27875",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_27876",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_27877",0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
"ASV_27879",0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"ASV_27880",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_27882",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ASV_27884",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27885",4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_27886",3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_27887",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27888",1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"ASV_27889",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27890",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27891",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27893",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_27894",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"ASV_27901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_27905",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_27908",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_27909",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
"ASV_27919",0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
"ASV_27990",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"ASV_27991",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_27992",0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0
"ASV_27993",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_27994",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_27995",0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ASV_27996",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_27998",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ASV_27999",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28002",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28003",0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28005",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28006",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_28008",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV_28009",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28012",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_28014",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28015",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28016",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28017",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28018",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28026",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"ASV_28027",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_28032",0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
"ASV_28033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_28035",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_28039",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28050",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ASV_28052",0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
"ASV_28053",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_28109",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"ASV_28110",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"ASV_28120",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"ASV_28121",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ASV_28122",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ASV_28123",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28124",0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ASV_28125",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_28126",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28127",0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28129",0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"ASV_28130",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"ASV_28131",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28132",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_28134",0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"ASV_28136",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"ASV_28137",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"ASV_28141",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28142",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28143",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28144",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28145",1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28146",1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28147",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28148",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_28149",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28150",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28151",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28155",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_28156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV_28160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28177",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_28183",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_28185",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_28187",0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0
"ASV_28188",0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
"ASV_28189",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"ASV_28190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV_28191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28192",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"ASV_28252",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_28269",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28270",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28271",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28274",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_28275",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28277",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ASV_28278",0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV_28281",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV_28282",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV_28287",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_28291",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28292",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28293",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28294",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28295",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28296",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_28297",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28298",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28299",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28300",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28301",0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28302",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28303",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28317",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_28329",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_28330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28344",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_28348",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_28349",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ASV_28350",0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"ASV_28351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_28352",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_28353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28354",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"ASV_28368",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_28451",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_28452",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_28453",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_28454",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_28455",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_28456",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28457",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28458",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28459",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_28460",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28461",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28462",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28463",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28464",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_28465",0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28466",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28475",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV_28476",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28479",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_28481",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_28482",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_28483",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_28484",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_28485",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"ASV_28491",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28492",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28493",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28497",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28498",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28499",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28500",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
