"","CANON_AKU1_22_X","CANON_AKU2_22_X","CANON_AKU3_22_X","CANON_AKU4_22_X","CANON_B10_22_X","CANON_B13_22_X","CANON_B17_22_X","CANON_B1_22_X","CANON_B20_22_X","CANON_B23_22_X","CANON_CBI10_22_X","CANON_CBI1_22_X","CANON_CBI4_22_X","CANON_CBI5_22_X","CANON_CBI8_22_X","CANON_CBI9_22_X"
"ASV_8709",0,846,0,0,0,0,31,0,72,239,1,0,2,0,29,0
"ASV_8710",0,6,21,0,0,0,0,17,0,0,0,0,0,0,0,0
"ASV_8712",0,0,42,0,0,0,47,16,0,0,2,0,0,0,184,81
"ASV_8715",22,0,6,2,6,27,14,16,0,3,21,1,0,8,1,2
"ASV_8716",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_8719",0,0,0,17,104,74,65,82,0,0,41,0,43,95,2,0
"ASV_8722",26,0,17,32,0,0,0,5,0,0,12,0,0,1,0,0
"ASV_8723",151,0,2,20,0,0,0,7,0,0,0,0,0,0,0,0
"ASV_8728",37,0,78,6,0,0,0,0,0,0,0,0,0,6,10,26
"ASV_8736",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"ASV_8741",401,0,119,50,57,26,14,33,0,0,16,4,6,15,1,292
"ASV_8742",0,1,19,27,0,143,2,48,0,135,9,1,5,14,0,0
"ASV_8745",152,36,118,95,46,72,149,157,26,10,46,235,22,41,184,175
"ASV_8748",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV_8755",5,1,5,4,1,8,28,16,0,0,0,0,0,0,12,16
"ASV_8757",0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_8759",1,19,0,0,0,0,22,31,29281,44,0,0,0,0,0,82
"ASV_8763",6,0,80,8,0,1,0,34,0,0,0,0,1,0,0,118
"ASV_8764",1,2,5,1,2,4,12,1,0,0,4,2,0,0,4,7
"ASV_8769",0,0,0,0,0,0,0,0,0,0,1,0,0,1,3969,1
"ASV_8770",2,2,0,1,5,1,8,5,0,0,6,0,0,4,0,2
"ASV_8772",18,120,7,19,194,245,14,11,105,282,43,0,16,104,103,2
"ASV_8773",0,4103,0,19,0,0,2,18,760,78,0,0,0,0,3,11
"ASV_8777",0,7,0,0,121,56,0,0,0,13,0,0,0,0,0,0
"ASV_8781",0,0,0,0,6,1,0,0,0,229,3,0,0,0,0,0
"ASV_8783",1,55,41,30,1,34,1117,302,130,0,176,408,11,26,1764,790
"ASV_8784",0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
"ASV_8785",2,0,1,1,0,0,5,0,0,0,0,1,0,0,2,4
"ASV_8787",7,0,1,4,0,1,7,1,0,0,0,0,3,2,0,4
"ASV_8788",0,0,3,0,0,0,1,1,0,0,0,0,0,0,2,0
"ASV_8793",0,2,36,31,0,1,12,1,1,0,4,0,0,7,10,48
"ASV_8795",0,110,0,0,0,0,0,19,132,0,0,0,0,0,0,0
"ASV_8796",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV_8798",34,1,0,3,0,1,8,4,1,0,0,0,5,0,1,0
"ASV_8802",82,0,38,59,0,0,0,4,0,0,2,0,0,1,5,1
"ASV_8803",0,2,0,0,0,0,16,2,21,0,0,0,0,0,58,0
"ASV_8805",0,1,21,7,72,23,139,52,0,1,11,0,7,20,171,123
"ASV_8807",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
"ASV_8809",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8810",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8811",0,0,4,0,0,2,38,3,0,0,0,6,0,0,2,9
"ASV_8812",0,3,0,0,0,0,0,3,7,3,0,0,0,0,0,0
"ASV_8813",0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0
"ASV_8815",0,0,0,1,5,3,0,0,14,0,2,0,5,8,14,0
"ASV_8819",0,7,0,0,0,49,0,0,0,19,14,0,37,53,0,0
"ASV_8823",42,0,0,20,19,0,0,0,0,0,0,0,0,6,0,0
"ASV_8825",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"ASV_8826",0,0,2,2,0,1,0,0,0,0,2,0,0,1,0,3
"ASV_8829",5,8,3,10,175,4,0,24,0,0,4,0,0,4,4,1
"ASV_8831",0,2,0,0,0,0,0,0,2,0,0,0,3,0,6,0
"ASV_8832",297,3,43,209,87,318,8,28,4,11,447,741,1373,720,69,197
"ASV_8839",27,0,3,52,0,3,0,15,0,9,30,0,5,16,0,24
"ASV_8842",43,0,5,13,0,1,10,1,10,0,0,0,0,0,0,0
"ASV_8843",46,24,49,251,10,35,71,53,0,0,16,0,2,28,54,156
"ASV_8845",0,0,0,0,8,2,0,0,0,1,0,0,0,1,0,0
"ASV_8850",2,0,8,15,9,0,0,0,0,0,1,0,0,5,0,22
"ASV_8852",0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,29
"ASV_8856",3,0,4,0,5,15,5,11,1,0,6,0,0,5,9,6
"ASV_8858",0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0
"ASV_8861",6,16,10,3,5,11,60,23,2,0,2,99,0,2,14,13
"ASV_8865",0,0,19,0,0,0,0,29,0,0,0,0,0,0,0,0
"ASV_8866",4,0,36,15,0,19,66,7,4,0,2,0,11,0,22,22
"ASV_8867",315,8,86,183,10,86,40,124,6,0,46,12,8,23,56,278
"ASV_8868",0,0,0,0,0,0,0,0,127,0,0,0,0,1,0,0
"ASV_8872",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ASV_8873",0,18,0,1,0,33,17,0,24,11,54,0,8,13,31,0
"ASV_8874",0,0,29,0,0,0,0,6,0,0,0,0,0,0,0,10
"ASV_8875",9,2,22,4,1,19,15,48,1,0,5,20,9,4,4,56
"ASV_8878",3,0,3,1,0,0,1,0,0,0,0,0,0,0,1,1
"ASV_8879",8,0,3,5,6,10,14,6,0,3,3,0,1,3,1,1
"ASV_8880",5,0,0,9,0,0,0,2,0,0,9,0,0,0,0,0
"ASV_8881",0,17,0,0,82,0,0,0,0,287,1,0,13,0,5,0
"ASV_8884",0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"ASV_8885",4,0,1,6,3,4,20,16,0,0,12,0,0,4,6,33
"ASV_8890",0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0
"ASV_8897",227,58,10,1,0,4,4,34,11,4,39,0,8,0,6,5
"ASV_8901",1,0,1,0,1,0,1,3,0,0,2,0,0,0,0,3
"ASV_8902",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8903",20,14,1,0,91,228,19,12,14,195,82,0,9,105,67,13
"ASV_8912",303,562,507,110,37,20,56,65,11923,2508,25,92,11,13,283,871
"ASV_8914",1,0,0,0,0,7,0,0,0,0,0,0,1,2,0,1
"ASV_8922",5,0,9,1,0,0,8,0,0,0,0,0,0,0,4,10
"ASV_8925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0
"ASV_8928",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8935",3,0,0,0,0,1,7,2,0,0,0,0,0,0,0,1
"ASV_8936",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_8937",38,0,12,4,15,303,0,6,0,75,67,0,196,274,0,0
"ASV_8940",2,2,0,0,1,15,3,0,0,2,0,0,0,0,2,2
"ASV_8944",4,49,17,9,6,22,3,26,0,1,24,0,0,19,11,3
"ASV_8948",0,1,1,2,0,1,1,3,0,0,0,0,0,0,3,4
"ASV_8950",0,0,4,0,0,0,8,3,0,0,0,0,0,0,0,0
"ASV_8955",0,0,0,22,0,72,0,0,0,0,6,0,0,0,0,0
"ASV_8959",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8960",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8961",1,0,0,3,0,1,11,3,0,0,6,41,1,2,11,11
"ASV_8962",27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"ASV_8965",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_8967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_8969",0,2,3,0,1,2,15,1,0,0,5,0,0,1,27,18
"ASV_8974",2,0,0,0,0,2,0,3,0,0,1,0,0,0,2,4
"ASV_8976",0,0,5,0,0,0,7,16,0,0,0,0,0,0,24,19
"ASV_8979",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_8980",107,0,23,42,1,14,0,2,0,0,1,0,6,3,0,19
"ASV_8985",27,0,54,15,0,11,1,3,0,0,5,1,2,1,0,26
"ASV_8986",8,2,3,2,0,4,18,1,0,0,8,2,0,7,11,11
"ASV_8988",92,0,26,66,10,20,5,7,0,5,23,0,5,5,5,35
"ASV_8991",0,0,11,0,0,0,0,35,0,0,0,0,0,0,58,0
"ASV_8998",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV_9001",235,93,83,132,22,70,34,38,4,46,77,0,18,38,38,139
"ASV_9002",0,0,2,31,0,0,6,1,0,0,25,0,0,0,3,6
"ASV_9011",0,3,2,0,0,0,7,2,0,0,0,0,0,0,0,8
"ASV_9015",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
"ASV_9016",0,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0
"ASV_9017",2,15,28,8,6,9,58,36,3,0,2,4,0,5,18,90
"ASV_9019",121,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9020",0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,3
"ASV_9022",0,0,0,0,0,0,0,0,584,12,28,0,0,0,13,83
"ASV_9023",0,0,0,1,1,6,0,0,0,3,0,0,5,3,0,0
"ASV_9026",7,0,17,11,0,0,17,21,0,0,0,0,1,0,9,161
"ASV_9028",11,0,26,4,40,0,33,17,6,0,0,126,0,1,3,17
"ASV_9037",1,0,1,6,0,1,48,2,0,0,6,0,0,5,33,42
"ASV_9039",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"ASV_9040",21,0,4,16,0,1,0,2,0,0,0,0,0,2,0,1
"ASV_9041",7,8,15,3,6,24,228,143,5,0,0,10,11,17,118,197
"ASV_9043",3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
"ASV_9045",69,0,8,1,0,3,0,0,0,0,0,0,6,3,0,0
"ASV_9050",0,0,0,7,2,0,7,6,0,0,3,0,0,0,3,2
"ASV_9054",3,0,1,0,0,2,3,0,0,0,2,0,0,0,0,2
"ASV_9055",2,1,3,1,2,3,20,6,0,0,10,0,0,1,2,10
"ASV_9056",16,0,26,1,0,0,0,0,0,0,3,0,1,2,0,11
"ASV_9060",1,6,22,129,1,15,32,35,22,17,27,0,8,13,13,5
"ASV_9064",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2
"ASV_9071",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9077",0,0,0,22,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_9084",0,0,4,76,0,6,17,25,0,0,18,253,1,3,0,2
"ASV_9088",0,1,0,0,0,0,0,0,0,2,8,0,0,0,0,0
"ASV_9097",0,0,1,0,0,0,3,3,0,0,10,0,0,0,0,5
"ASV_9099",0,0,1,0,0,11,0,1,0,0,1,0,0,2,0,1
"ASV_9100",0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0
"ASV_9101",5,0,0,6,0,0,7,1,0,0,1,0,0,0,0,2
"ASV_9103",0,0,0,0,0,0,32,3,0,0,0,0,0,4,6,52
"ASV_9105",2,0,3,34,0,0,3,11,0,0,12,7,0,0,4,15
"ASV_9107",0,0,0,2,7,1,2,3,0,0,0,0,0,0,2,0
"ASV_9108",99,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0
"ASV_9113",0,0,0,0,0,9,0,1,0,0,24,0,5,12,0,3
"ASV_9114",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"ASV_9118",0,0,0,0,4,2,0,1,0,5,0,0,0,0,4,0
"ASV_9120",6,0,0,2,0,0,0,15,0,0,4,0,0,0,0,331
"ASV_9121",13,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0
"ASV_9123",0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0
"ASV_9124",0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"ASV_9127",11,0,1,2,0,0,0,0,0,0,4,0,4,0,0,13
"ASV_9131",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,64
"ASV_9134",176,0,11,53,4,7,1,3,0,0,18,0,4,10,5,121
"ASV_9137",0,59,0,0,77,51,39,0,34,67,32,0,6,8,0,0
"ASV_9138",11,7,19,9,0,12,43,77,1,0,3,19,0,5,43,112
"ASV_9140",111,3,118,60,221,48,73,58,10,0,23,0,3,3,30,122
"ASV_9142",410,13,11,80,453,1196,109,38,9,77,370,0,236,815,59,12
"ASV_9144",15,30,7,54,436,341,43,1,9,53,178,0,62,88,42,2
"ASV_9145",0,0,0,4,2,3,0,0,0,0,0,0,0,2,0,0
"ASV_9146",0,2,1,0,0,0,9,7,0,0,0,0,0,0,3,0
"ASV_9148",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_9149",1,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0
"ASV_9151",14,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1
"ASV_9156",0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0
"ASV_9157",0,0,1,1,0,0,0,0,0,0,0,0,3,2,0,51
"ASV_9158",11,0,3,0,0,2,1,0,0,0,0,0,1,0,9,5
"ASV_9160",72,0,0,2,0,0,10,9,2,0,1,3,0,0,7,3
"ASV_9162",0,0,0,49,0,89,0,0,0,0,14,0,0,1,0,0
"ASV_9163",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_9178",2,0,0,0,0,1,4,6,0,0,1,0,0,0,0,5
"ASV_9179",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_9182",0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
"ASV_9186",198,29,9,0,0,7,0,1,1353,66,0,0,1,9,0,0
"ASV_9188",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_9191",4,0,3,2,0,9,0,3,0,0,3,0,0,4,0,22
"ASV_9196",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"ASV_9197",1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1
"ASV_9198",6,0,15,12,0,0,13,15,0,0,0,0,0,1,126,0
"ASV_9200",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_9202",3,2,3,0,1,3,3,8,0,0,5,0,0,0,6,7
"ASV_9208",1,0,84,0,651,0,0,0,0,0,0,0,30,0,0,150
"ASV_9209",0,0,1,0,0,0,27,3,0,0,1,0,0,0,16,4
"ASV_9218",5,0,1,0,6,6,6,8,0,0,0,0,0,3,4,4
"ASV_9221",0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0
"ASV_9223",0,0,19,7,0,0,29,6,0,0,0,0,0,0,34,29
"ASV_9224",14,12,0,31,1,56,9,1,0,0,40,0,126,83,24,84
"ASV_9226",117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9227",0,1,3,1,0,0,11,7,0,0,0,0,0,1,8,4
"ASV_9228",0,3,1,0,0,3,0,1,0,0,0,0,6,7,0,0
"ASV_9230",15,0,1,4,0,3,0,0,0,0,0,0,0,2,0,9
"ASV_9238",0,0,17,3,0,0,0,1,0,0,0,0,0,6,0,87
"ASV_9245",3,4,0,0,0,1,15,0,1,1,4,0,0,5,0,10
"ASV_9248",0,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0
"ASV_9251",0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
"ASV_9252",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9258",0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1
"ASV_9259",0,21,0,0,0,0,0,0,0,105,0,0,0,0,0,0
"ASV_9260",19,0,1,10,0,0,2,2,0,0,1,0,0,0,0,17
"ASV_9261",0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1
"ASV_9264",92,0,27,164,4,2,45,14,0,0,25,0,1,10,18,52
"ASV_9265",0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0
"ASV_9268",0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_9274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_9276",0,0,0,0,0,2,18,3,0,0,1,0,0,5,0,16
"ASV_9279",0,0,21,4,0,1,0,0,0,0,0,0,0,2,0,3
"ASV_9280",249,0,51,54,14,0,0,67,0,0,0,0,0,8,7,267
"ASV_9281",10,0,1,0,2,0,2,1,0,0,3,0,0,2,0,4
"ASV_9283",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,30
"ASV_9284",0,0,69,5,0,0,0,0,0,0,0,0,0,4,0,0
"ASV_9287",0,0,2,1,0,1,3,5,0,0,0,0,0,0,0,0
"ASV_9292",0,0,0,3,0,3,0,0,0,0,0,0,1,1,0,0
"ASV_9294",0,0,1,0,0,3,4,5,0,0,0,171,0,2,5,0
"ASV_9298",0,301,0,0,69,0,0,0,18,2,0,0,0,0,0,0
"ASV_9302",16,1,3,0,0,0,11,1,0,0,27,0,0,0,2,4
"ASV_9304",0,0,0,0,0,8,17,0,0,0,0,0,0,0,4,12
"ASV_9308",0,0,0,257,0,5,0,0,0,2,0,0,0,0,0,0
"ASV_9311",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_9312",9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1
"ASV_9313",0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
"ASV_9314",2,18,0,0,0,3,0,0,0,38,7,0,0,31,0,0
"ASV_9317",0,0,2,1,2,1,10,1,0,0,1,0,0,0,4,0
"ASV_9318",26,4,64,16,0,5,145,93,8,0,1,79,0,4,70,136
"ASV_9319",0,3,0,1,0,1,2,0,0,1,3,0,0,1,3,5
"ASV_9325",0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,172
"ASV_9326",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2
"ASV_9328",0,0,0,0,0,0,12,0,1,1,0,0,5,0,0,0
"ASV_9329",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
"ASV_9330",0,0,0,23,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_9333",53,0,0,2,2,10,7,9,0,4,16,0,11,34,15,17
"ASV_9334",0,0,0,0,0,0,2,2,0,0,0,0,0,0,22,0
"ASV_9337",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9341",152,0,154,127,76,17,0,3,5,0,35,0,14,15,3,137
"ASV_9344",4,2,3,1,0,1,18,13,0,0,1,0,0,0,18,19
"ASV_9345",0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_9348",13,0,8,52,0,0,1,2,0,0,27,34,21,8,19,26
"ASV_9350",45,0,0,5,31,76,0,1,0,1,25,0,20,30,0,0
"ASV_9353",1,1,4,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV_9355",23,0,3,0,0,0,6,0,0,0,0,0,0,0,0,24
"ASV_9357",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_9361",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_9362",57,6,14,31,10,44,80,25,0,0,57,24,8,62,107,166
"ASV_9371",30,34,50,29,10,44,94,99,2,0,31,117,8,23,51,108
"ASV_9374",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_9375",0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9376",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"ASV_9385",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9388",2,0,1,3,1,3,4,1,0,0,1,0,0,0,2,9
"ASV_9390",0,0,0,0,0,21,0,0,0,0,2,0,0,0,0,0
"ASV_9399",0,0,2,1,2,0,6,6,0,0,0,0,0,1,0,15
"ASV_9401",0,0,9,6,7,0,34,20,0,1,3,0,4,1,18,17
"ASV_9402",0,0,3,0,0,0,1,1,0,0,0,0,0,0,3,0
"ASV_9407",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_9409",0,0,0,52,0,0,57,0,0,0,0,0,0,0,0,0
"ASV_9411",0,0,0,0,0,0,16,11,0,0,0,0,0,0,6,2
"ASV_9412",43,0,53,104,0,2,15,52,5,0,19,62,1,11,18,104
"ASV_9413",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_9417",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_9418",0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0
"ASV_9422",211,0,22,4,0,1,7,1,0,0,2,0,0,0,4,1
"ASV_9423",114,0,35,23,36,5,9,0,0,0,0,0,1,1,0,6
"ASV_9424",0,43,0,0,0,0,16,0,35,0,0,0,0,0,44,0
"ASV_9429",2,80,7,11,104,204,223,17,37,70,83,6,23,36,73,1
"ASV_9434",23,0,1,4,0,0,3,3,0,0,0,0,1,0,2,0
"ASV_9435",59,0,8,0,0,0,2,6,0,0,4,0,0,0,0,9
"ASV_9436",1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
"ASV_9437",3,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"ASV_9441",0,0,1,0,0,0,0,2,0,0,4,0,0,0,2,3
"ASV_9455",831,363,458,546,62,800,1654,631,142,82,1040,1766,866,791,2326,1881
"ASV_9458",0,2,2,0,0,1,13,4,1,0,0,0,0,0,1,14
"ASV_9479",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"ASV_9482",0,0,2,1,14,5,5,6,1,8,1,1,0,1,3,10
"ASV_9483",9,0,2,0,32,21,0,0,0,0,2,0,10,27,3,0
"ASV_9485",48,0,27,11,0,3,0,2,0,0,2,0,2,8,0,10
"ASV_9490",0,1,2,0,0,4,3,0,0,0,0,0,0,0,0,6
"ASV_9491",0,0,4,0,0,5,0,1,0,0,0,37,0,0,13,5
"ASV_9493",87,0,54,3,0,11,0,30,0,0,0,0,5,4,3,70
"ASV_9501",3,0,0,4,15,30,0,0,1,5,12,0,12,17,0,0
"ASV_9505",22,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2
"ASV_9506",0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1
"ASV_9514",2,0,3,3,0,0,0,1,0,0,0,0,0,2,0,0
"ASV_9519",0,0,0,2,0,0,0,0,0,0,10,0,2,1,0,19
"ASV_9520",0,0,0,2,0,16,24,9,1,0,0,0,1,1,13,0
"ASV_9524",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV_9529",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ASV_9532",2,0,0,0,0,1,0,0,0,0,5,0,2,6,0,0
"ASV_9535",0,0,0,1,0,0,10,1,0,0,0,27,0,0,1,0
"ASV_9536",0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0
"ASV_9542",2,0,11,2,0,1,12,3,2,0,2,0,1,1,3,50
"ASV_9546",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_9557",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV_9558",9,7,14,25,3,14,126,80,15,1,10,252,0,2,64,84
"ASV_9559",214,81,3,130,1470,951,54,51,17,267,451,0,218,283,58,21
"ASV_9562",0,0,4,3,0,1,2,4,0,0,0,0,0,0,0,6
"ASV_9563",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9564",0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,4
"ASV_9568",0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,8
"ASV_9571",47,82,12,14,0,18,136,24,73,2,66,103,55,61,339,57
"ASV_9572",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_9576",0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0
"ASV_9580",162,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"ASV_9584",0,0,0,0,0,0,1,2,2,0,1,0,0,0,2,0
"ASV_9585",24,0,8,1,0,0,7,2,0,0,1,0,3,0,4,1
"ASV_9590",278,0,56,151,0,14,134,76,0,0,20,0,3,1,4,0
"ASV_9595",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"ASV_9599",0,0,0,0,0,1,5,1,0,0,0,0,0,6,0,0
"ASV_9608",10,5,52,32,0,30,13,141,1,2,26,84,0,13,37,36
"ASV_9615",0,1,0,0,0,0,0,0,2,9,0,0,0,0,0,0
"ASV_9619",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"ASV_9621",0,5,0,2,1,4,0,0,0,0,0,0,0,6,0,0
"ASV_9627",74,0,10,9,0,10,4,0,1,0,11,0,110,29,10,1
"ASV_9628",2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
"ASV_9629",0,0,3,2,0,3,4,7,0,0,1,0,0,0,1,23
"ASV_9630",4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9639",0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0
"ASV_9643",26,7,21,59,4,12,176,47,6,0,18,505,16,8,115,9
"ASV_9644",7,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0
"ASV_9649",0,1,3,2,0,1,1,2,0,0,0,0,0,0,0,0
"ASV_9650",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_9651",0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0
"ASV_9659",155,0,45,152,12,24,0,12,0,0,44,0,3,19,12,44
"ASV_9661",0,0,1,0,0,0,0,0,0,0,0,56,0,0,0,0
"ASV_9665",10,0,1,0,0,1,0,0,0,4,4,0,5,2,17,14
"ASV_9666",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_9670",15,0,8,2,0,0,16,3,0,0,0,0,0,1,0,6
"ASV_9672",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_9673",1,0,0,1,3,5,9,14,0,3,0,6,0,1,21,13
"ASV_9675",5,24,0,5,39,23,7,1,13,42,8,0,7,4,4,2
"ASV_9677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV_9678",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
"ASV_9680",0,0,0,0,0,0,1,5,0,2,1,0,0,0,0,0
"ASV_9681",42,0,0,8,0,0,0,2,1,0,0,0,5,0,0,0
"ASV_9682",0,0,0,0,3,2,2,0,4,0,0,0,1,0,5,0
"ASV_9683",13,3,11,9,0,2,25,25,0,0,0,126,0,0,18,49
"ASV_9684",0,0,0,0,0,0,0,1,0,0,2,0,0,0,41,0
"ASV_9690",0,12,0,8,0,10,108,0,1,0,8,0,20,0,0,0
"ASV_9693",0,0,4,0,0,0,0,0,0,0,0,0,0,0,38,0
"ASV_9695",1,0,3,0,0,0,2,3,0,0,0,0,0,0,0,3
"ASV_9700",0,0,12,17,0,0,0,12,0,0,8,0,7,3,1,0
"ASV_9702",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9704",0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
"ASV_9706",56,0,0,2,0,0,0,0,0,0,5,0,0,0,0,3
"ASV_9707",0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"ASV_9711",4,2,1,0,0,16,6,0,0,0,10,0,3,3,3,9
